song,event_idx,is_rest,pitch,dur,lyric,interval_pitch
02,156,False,62.0,3.5,な,0.0
02,157,True,,0.5,,
02,158,False,66.0,1.0,ひ,
02,159,False,69.0,1.0,び,3.0
02,160,False,69.0,1.5,に,0.0
02,161,True,,0.5,,
02,162,False,62.0,0.5,ま,
02,163,False,71.0,1.0,よ,9.0
02,164,False,69.0,1.0,い,-2.0
02,165,True,,0.5,,
02,166,False,62.0,1.0,く,
02,167,False,64.0,1.0,じ,2.0
02,168,False,66.0,1.0,け,2.0
02,169,False,66.0,1.0,そ,0.0
02,170,False,67.0,0.5,な,1.0
02,171,False,64.0,1.0,ひ,-3.0
02,172,False,62.0,0.5,に,-2.0
02,173,False,64.0,2.5,わ,2.0
02,174,True,,0.5,,
02,175,False,57.0,1.0,す,
02,176,False,62.0,1.0,こ,5.0
02,177,False,67.0,1.5,し,5.0
02,178,False,66.0,0.5,ず,-1.0
02,179,False,66.0,1.0,つ,0.0
02,180,True,,0.5,,
02,181,False,62.0,0.5,く,
02,182,False,64.0,1.0,れ,2.0
02,183,False,67.0,1.0,て,3.0
02,184,False,66.0,1.0,ゆ,-1.0
02,185,False,61.0,1.0,く,-5.0
02,186,False,64.0,1.5,そ,3.0
02,187,False,62.0,0.5,ら,-2.0
02,188,False,62.0,1.0,に,0.0
02,189,False,61.0,0.5,さ,-1.0
02,190,False,62.0,2.0,く,1.0
02,191,True,,0.5,,
02,192,False,66.0,1.0,い,
02,193,False,69.0,1.0,ち,3.0
02,194,False,69.0,1.5,ば,0.0
02,195,False,62.0,0.5,ん,-7.0
02,196,False,62.0,0.5,ぼ,0.0
02,197,False,71.0,1.0,し,9.0
02,198,False,69.0,1.0,に,-2.0
02,199,True,,0.5,,
02,200,False,62.0,1.0,つ,
02,201,False,64.0,1.0,よ,2.0
02,202,False,66.0,1.0,く,2.0
02,203,False,66.0,1.0,ね,0.0
02,204,False,67.0,0.5,が,1.0
02,205,False,64.0,4.0,う,-3.0
02,206,False,62.0,1.0,ふぉ,-2.0
02,207,False,61.0,0.5,え,-1.0
02,208,False,59.0,0.5,ば,-2.0
02,209,False,61.0,0.5,ど,2.0
02,210,False,62.0,6.5,りむ,1.0
03,0,True,,3.25,,0.0
03,3,False,71.0,1.0,い,
03,4,False,71.0,1.5,ま,0.0
03,5,False,69.0,0.25,よ,-2.0
03,6,False,67.0,0.25,り,-2.0
03,7,False,69.0,2.0,も,2.0
03,8,False,67.0,1.0,つ,-2.0
03,9,False,67.0,1.0,よ,0.0
03,10,False,66.0,0.5,く,-1.0
03,11,False,67.0,0.25,な,1.0
03,12,False,66.0,0.75,り,-1.0
03,13,False,64.0,0.5,た,-2.0
03,14,False,62.0,3.0,い,-2.0
03,15,False,64.0,0.5,た,2.0
03,16,False,66.0,0.5,だ,2.0
03,17,False,67.0,1.0,ひ,1.0
03,18,False,71.0,1.0,と,4.0
03,19,False,66.0,1.0,つ,-5.0
03,20,False,71.0,1.0,の,5.0
03,21,False,71.0,1.5,ね,0.0
03,22,False,69.0,0.5,が,-2.0
03,23,False,69.0,1.5,い,0.0
03,24,True,,0.5,,
03,26,False,67.0,1.0,む,
03,27,False,67.0,1.0,ね,0.0
03,28,False,69.0,0.75,に,2.0
03,29,False,67.0,0.75,さ,-2.0
03,30,False,66.0,0.5,く,-1.0
03,31,False,66.0,3.0,ほ,0.0
03,32,True,,0.5,,
03,34,False,64.0,0.5,の,
03,35,False,64.0,4.75,を,0.0
03,36,True,,14.75,,
03,44,False,59.0,0.25,な,
03,45,False,60.0,0.25,に,1.0
03,46,False,62.0,1.5,も,2.0
03,47,False,62.0,0.5,で,0.0
03,48,False,62.0,0.5,き,0.0
03,49,False,60.0,0.5,な,-2.0
03,50,False,59.0,0.5,か,-1.0
03,51,False,57.0,0.5,っ,-2.0
03,52,False,57.0,0.5,た,0.0
03,53,False,59.0,0.25,ひ,2.0
03,54,False,59.0,2.5,に,0.0
03,55,True,,0.25,,
03,56,False,59.0,0.25,む,
03,57,False,60.0,0.25,ね,1.0
03,58,False,62.0,1.5,の,2.0
03,59,False,62.0,0.5,ち,0.0
03,60,False,62.0,0.5,か,0.0
03,61,False,60.0,0.5,い,-2.0
03,62,False,59.0,0.5,わ,-1.0
03,63,False,57.0,0.5,う,-2.0
03,64,False,57.0,0.5,ま,0.0
03,65,False,59.0,0.25,れ,2.0
03,66,False,59.0,2.5,た,0.0
03,67,True,,0.25,,
03,68,False,59.0,0.25,け,
03,69,False,60.0,0.25,し,1.0
03,70,False,62.0,1.5,て,2.0
03,71,False,62.0,0.5,も,0.0
03,72,False,62.0,0.5,を,0.0
03,73,False,60.0,0.5,に,-2.0
03,74,False,59.0,0.5,げ,-1.0
03,75,False,60.0,0.5,だ,1.0
03,76,False,62.0,0.5,さ,2.0
03,77,False,67.0,0.5,な,5.0
03,78,False,66.0,0.5,い,-1.0
03,79,False,62.0,1.5,と,-4.0
03,80,True,,0.5,,
03,82,False,62.0,0.5,た,
03,83,False,62.0,0.5,だ,0.0
03,84,False,59.0,0.5,ひ,-3.0
03,85,False,60.0,0.5,た,1.0
03,86,False,62.0,0.5,す,2.0
03,87,False,64.0,1.25,ら,2.0
03,88,True,,0.25,,
03,89,False,64.0,0.5,ま,
03,90,False,64.0,0.5,え,0.0
03,91,False,63.0,0.5,を,-1.0
03,92,False,63.0,0.5,む,0.0
03,93,False,64.0,0.5,く,1.0
03,94,False,66.0,2.75,と,2.0
03,95,True,,0.25,,
03,96,False,64.0,0.25,き,
03,97,False,64.0,0.25,ず,0.0
03,98,False,64.0,0.25,つ,0.0
03,99,False,64.0,0.25,き,0.0
03,100,False,64.0,0.5,た,0.0
03,101,False,62.0,0.25,お,-2.0
03,102,False,60.0,2.0,れ,-2.0
03,103,True,,0.25,,
03,104,False,66.0,0.25,ま,
03,105,False,66.0,0.25,た,0.0
03,106,False,66.0,0.25,た,0.0
03,107,False,66.0,0.25,ち,0.0
03,108,False,66.0,0.5,あ,0.0
03,109,False,64.0,0.25,が,-2.0
03,110,False,62.0,2.0,る,-2.0
03,111,True,,0.25,,
03,112,False,66.0,0.25,あ,
03,113,False,64.0,0.25,き,-2.0
03,114,False,66.0,0.25,ら,2.0
03,115,False,64.0,0.25,め,-2.0
03,116,False,66.0,0.5,な,2.0
03,117,False,67.0,0.25,ど,1.0
03,118,False,69.0,0.75,し,2.0
03,119,False,69.0,0.5,ら,0.0
03,120,False,69.0,0.5,ぬ,0.0
03,121,False,67.0,0.5,も,-2.0
03,122,False,66.0,0.5,の,-1.0
03,123,False,67.0,1.0,に,1.0
03,124,True,,0.5,,
03,126,False,67.0,0.5,は,
03,127,False,69.0,0.5,る,2.0
03,128,False,71.0,1.0,わ,2.0
03,129,True,,0.5,,
03,131,False,67.0,0.5,な,
03,132,False,67.0,0.5,ん,0.0
03,133,False,69.0,0.5,ど,2.0
03,134,False,67.0,0.5,で,-2.0
03,135,False,71.0,3.25,も,4.0
03,136,True,,0.25,,
03,137,False,64.0,0.5,こ,
03,138,False,66.0,0.5,の,2.0
03,139,False,67.0,1.0,さ,1.0
03,140,False,71.0,1.0,き,4.0
03,141,False,66.0,1.0,に,-5.0
03,142,False,71.0,1.0,な,5.0
03,143,False,71.0,1.5,に,0.0
03,144,False,69.0,0.25,が,-2.0
03,145,False,67.0,0.25,あ,-2.0
03,146,False,69.0,1.5,る,2.0
03,147,True,,0.5,,
03,149,False,67.0,1.0,み,
03,150,False,67.0,1.0,え,0.0
03,151,False,66.0,0.5,な,-1.0
03,152,False,67.0,0.25,く,1.0
03,153,False,66.0,0.75,て,-1.0
03,154,False,64.0,0.5,い,-2.0
03,155,False,62.0,2.5,い,-2.0
03,156,True,,0.5,,
03,158,False,64.0,0.5,い,
03,159,False,66.0,0.5,ち,2.0
03,160,False,67.0,1.0,ず,1.0
03,161,False,71.0,1.0,な,4.0
03,162,False,66.0,1.0,ま,-5.0
03,163,False,71.0,1.0,な,5.0
03,164,False,71.0,1.25,ざ,0.0
03,165,True,,0.25,,
03,166,False,69.0,0.5,し,
03,167,False,69.0,1.5,が,0.0
03,168,True,,0.5,,
03,170,False,67.0,1.0,ほ,
03,171,False,67.0,1.0,の,0.0
03,172,False,69.0,0.75,を,2.0
03,173,False,67.0,0.75,を,-2.0
03,174,False,66.0,0.5,と,-1.0
03,175,False,66.0,3.0,も,0.0
03,176,True,,0.5,,
03,178,False,64.0,0.5,す,
03,179,False,64.0,4.75,よ,0.0
03,180,True,,3.0,,
04,0,True,,34.0,,0.0
04,9,False,68.0,1.5,あ,
04,10,False,69.0,1.5,い,1.0
04,11,False,71.0,1.0,ど,2.0
04,12,False,68.0,1.5,ろ,-3.0
04,13,False,69.0,1.5,い,1.0
04,14,False,71.0,1.0,ど,2.0
04,15,False,68.0,1.0,や,-3.0
04,16,False,74.0,1.0,け,6.0
04,17,False,73.0,1.0,に,-1.0
04,18,False,68.0,1.0,ま,-5.0
04,19,False,71.0,1.0,じっ,3.0
04,20,False,69.0,0.5,ぽ,-2.0
04,21,False,68.0,0.5,い,-1.0
04,22,False,69.0,2.0,ぞ,1.0
04,23,False,69.0,0.5,し,0.0
04,24,False,69.0,0.5,め,0.0
04,25,False,69.0,0.5,き,0.0
04,26,False,69.0,0.5,り,0.0
04,27,False,69.0,0.5,は,0.0
04,28,False,69.0,0.5,り,0.0
04,29,False,69.0,0.5,き,0.0
04,30,False,69.0,0.5,り,0.0
04,31,False,68.0,1.0,ほ,-1.0
04,32,False,68.0,0.5,を,0.0
04,33,False,71.0,1.5,てい,3.0
04,34,False,68.0,1.0,し,-3.0
04,35,False,66.0,1.0,き,-2.0
04,36,True,,0.5,,
04,37,False,68.0,1.5,そう,
04,38,False,69.0,1.0,やっ,1.0
04,39,False,68.0,1.5,ぱ,-1.0
04,40,False,69.0,0.25,ふ,1.0
04,41,False,68.0,0.25,し,-1.0
04,42,False,66.0,2.0,ぎ,-2.0
04,43,False,64.0,1.0,へ,-2.0
04,44,False,73.0,1.0,こ,9.0
04,45,False,71.0,0.5,ん,-2.0
04,46,False,69.0,0.5,で,-2.0
04,47,False,68.0,0.5,も,-1.0
04,48,False,68.0,1.0,そ,0.0
04,49,False,66.0,0.5,く,-2.0
04,50,False,69.0,1.0,はっ,3.0
04,51,False,68.0,1.0,ぴ,-1.0
04,52,True,,1.0,,
04,53,False,63.0,1.0,だ,
04,54,False,71.0,1.0,め,8.0
04,55,False,69.0,0.5,も,-2.0
04,56,False,68.0,0.5,と,-1.0
04,57,False,66.0,0.5,で,-2.0
04,58,False,68.0,1.0,けっ,2.0
04,59,False,69.0,0.5,か,1.0
04,60,False,71.0,1.0,らっ,2.0
04,61,False,73.0,1.0,き,2.0
04,62,True,,1.0,,
04,63,False,64.0,1.5,あ,
04,64,False,66.0,1.5,な,2.0
04,65,False,68.0,1.0,た,2.0
04,66,False,66.0,1.5,の,-2.0
04,67,False,68.0,1.5,た,2.0
04,68,False,69.0,1.0,め,1.0
04,69,False,71.0,3.0,の,2.0
04,70,True,,1.0,,
04,71,False,69.0,0.5,わ,
04,72,False,68.0,0.5,た,-1.0
04,73,False,69.0,0.5,し,1.0
04,74,False,68.0,0.5,あ,-1.0
04,75,False,69.0,1.0,い,1.0
04,76,False,71.0,1.0,ど,2.0
04,77,False,68.0,1.5,ろい,-3.0
04,78,False,64.0,4.5,ど,-4.0
04,79,True,,2.0,,
04,80,False,68.0,0.5,み,
04,81,False,68.0,0.5,ぎ,0.0
04,82,False,66.0,0.5,あ,-2.0
04,83,False,69.0,0.5,げ,3.0
04,84,False,68.0,1.0,て,-1.0
04,85,True,,0.5,,
04,86,False,68.0,0.5,ひ,
04,87,True,,0.5,,
04,88,False,68.0,0.5,だ,
04,89,False,66.0,0.5,り,-2.0
04,90,False,69.0,0.5,あ,3.0
04,91,False,68.0,1.0,げ,-1.0
04,92,False,66.0,1.0,て,-2.0
04,93,False,68.0,0.5,み,2.0
04,94,False,68.0,0.5,ぎ,0.0
04,95,False,66.0,0.5,さ,-2.0
04,96,False,69.0,0.5,げ,3.0
04,97,False,68.0,1.0,て,-1.0
04,98,True,,0.5,,
04,99,False,68.0,0.5,ひ,
04,100,True,,0.5,,
04,101,False,68.0,0.5,だ,
04,102,False,66.0,0.5,り,-2.0
04,103,False,69.0,0.5,さ,3.0
04,104,False,68.0,1.0,げ,-1.0
04,105,False,66.0,1.0,ない,-2.0
04,106,True,,0.5,,
04,107,False,61.0,0.5,き,
04,108,False,61.0,1.0,どう,0.0
04,109,False,61.0,1.0,かん,0.0
04,110,False,61.0,1.0,りょう,0.0
04,111,False,61.0,0.5,あ,0.0
04,112,False,64.0,0.5,な,3.0
04,113,False,63.0,0.5,た,-1.0
04,114,False,61.0,0.5,わ,-2.0
04,115,False,59.0,1.0,だ,-2.0
04,116,False,56.0,1.0,あ,-3.0
04,117,False,61.0,2.0,れ,5.0
04,118,False,59.0,1.0,さ,-2.0
04,119,False,56.0,1.0,あ,-3.0
04,120,False,61.0,1.5,ね,5.0
04,121,False,61.0,1.5,ふ,0.0
04,122,True,,1.5,,
04,124,False,61.0,0.5,し,
