song,event_idx,lyric,interval_pitch
02,30,で,2.0
02,31,も,1.0
02,41,ろ,
02,42,お,5.0
02,43,ふぁ,0.0
02,44,な,-5.0
02,45,ら,0.0
02,46,し,7.0
02,47,て,0.0
02,49,か,
02,50,ぜ,0.0
02,51,お,-1.0
02,52,お,1.0
02,53,い,2.0
02,54,こ,2.0
02,55,せ,-5.0
02,56,ば,0.0
02,58,きゅ,
02,59,ん,-1.0
02,60,と,1.0
02,61,つ,2.0
02,62,め,-2.0
02,63,た,-5.0
02,64,い,0.0
02,65,あ,-2.0
02,66,き,-1.0
02,67,の,1.0
02,68,ゆ,2.0
02,69,う,2.0
02,70,ぐ,-2.0
02,71,れ,0.0
02,74,あ,
02,75,か,5.0
02,76,い,0.0
02,77,せ,-5.0
02,78,ろ,0.0
02,79,ふぁ,7.0
02,80,ん,0.0
02,82,ら,
02,83,む,0.0
02,84,ね,-1.0
02,85,お,1.0
02,86,ひ,2.0
02,87,と,2.0
02,88,つ,-5.0
02,89,ぶ,0.0
02,91,く,
02,92,ち,-1.0
02,93,に,1.0
02,94,い,2.0
02,95,れ,-2.0
02,96,た,-5.0
02,97,ら,0.0
02,98,た,5.0
02,99,ち,2.0
02,100,ま,2.0
02,101,ち,1.0
02,102,と,-3.0
02,103,け,-2.0
02,104,た,2.0
02,105,あ,2.0
02,106,と,-2.0
02,107,な,-2.0
02,108,ん,-1.0
02,109,ど,1.0
02,111,こ,
02,112,お,-2.0
02,113,や,-2.0
02,114,っ,-1.0
02,115,て,1.0
02,117,お,
02,118,な,-2.0
02,119,じ,-2.0
02,120,ゆ,-1.0
02,121,う,1.0
02,122,や,-3.0
02,123,け,3.0
02,124,ぞ,2.0
02,125,ら,-2.0
02,126,お,9.0
02,128,わ,
02,129,け,3.0
02,130,あ,5.0
02,131,え,-1.0
02,132,る,-2.0
02,133,か,-2.0
02,134,な,2.0
02,137,せ,
02,138,つ,7.0
02,139,な,0.0
02,140,い,1.0
02,141,よ,-3.0
02,143,う,
02,144,ま,5.0
02,145,れ,5.0
02,146,て,-1.0
02,147,わ,0.0
02,149,き,
02,150,え,2.0
02,151,る,3.0
02,152,あ,-1.0
02,153,わ,-5.0
02,154,の,3.0
02,155,よ,-2.0
02,156,な,0.0
02,158,ひ,
02,159,び,3.0
02,160,に,0.0
02,162,ま,
02,163,よ,9.0
02,164,い,-2.0
02,166,く,
02,167,じ,2.0
02,168,け,2.0
02,169,そ,0.0
02,170,な,1.0
02,171,ひ,-3.0
02,172,に,-2.0
02,173,わ,2.0
02,175,す,
02,176,こ,5.0
02,177,し,5.0
02,178,ず,-1.0
02,179,つ,0.0
02,181,く,
02,182,れ,2.0
02,183,て,3.0
02,184,ゆ,-1.0
02,185,く,-5.0
02,186,そ,3.0
02,187,ら,-2.0
02,188,に,0.0
02,189,さ,-1.0
02,190,く,1.0
02,192,い,
02,193,ち,3.0
02,194,ば,0.0
02,195,ん,-7.0
02,196,ぼ,0.0
02,197,し,9.0
02,198,に,-2.0
02,200,つ,
02,201,よ,2.0
02,202,く,2.0
02,203,ね,0.0
02,204,が,1.0
02,205,う,-3.0
02,206,ふぉ,-2.0
02,207,え,-1.0
02,208,ば,-2.0
02,209,ど,2.0
02,210,りむ,1.0
03,3,い,
03,4,ま,0.0
03,5,よ,-2.0
03,6,り,-2.0
03,7,も,2.0
03,8,つ,-2.0
03,9,よ,0.0
03,10,く,-1.0
03,11,な,1.0
03,12,り,-1.0
03,13,た,-2.0
03,14,い,-2.0
03,15,た,2.0
03,16,だ,2.0
03,17,ひ,1.0
03,18,と,4.0
03,19,つ,-5.0
03,20,の,5.0
03,21,ね,0.0
03,22,が,-2.0
03,23,い,0.0
03,26,む,
03,27,ね,0.0
03,28,に,2.0
03,29,さ,-2.0
03,30,く,-1.0
03,31,ほ,0.0
03,34,の,
03,35,お,0.0
03,44,な,
03,45,に,1.0
03,46,も,2.0
03,47,で,0.0
03,48,き,0.0
03,49,な,-2.0
03,50,か,-1.0
03,51,っ,-2.0
03,52,た,0.0
03,53,ひ,2.0
03,54,に,0.0
03,56,む,
03,57,ね,1.0
03,58,の,2.0
03,59,ち,0.0
03,60,か,0.0
03,61,い,-2.0
03,62,わ,-1.0
03,63,う,-2.0
03,64,ま,0.0
03,65,れ,2.0
03,66,た,0.0
03,68,け,
03,69,し,1.0
03,70,て,2.0
03,71,も,0.0
03,72,お,0.0
03,73,に,-2.0
03,74,げ,-1.0
03,75,だ,1.0
03,76,さ,2.0
03,77,な,5.0
03,78,い,-1.0
03,79,と,-4.0
03,82,た,
03,83,だ,0.0
03,84,ひ,-3.0
03,85,た,1.0
03,86,す,2.0
03,87,ら,2.0
03,89,ま,
03,90,え,0.0
03,91,お,-1.0
03,92,む,0.0
03,93,く,1.0
03,94,と,2.0
03,96,き,
03,97,ず,0.0
03,98,つ,0.0
03,99,き,0.0
03,100,た,0.0
03,101,お,-2.0
03,102,れ,-2.0
03,104,ま,
03,105,た,0.0
03,106,た,0.0
03,107,ち,0.0
03,108,あ,0.0
03,109,が,-2.0
03,110,る,-2.0
03,112,あ,
03,113,き,-2.0
03,114,ら,2.0
03,115,め,-2.0
03,116,な,2.0
03,117,ど,1.0
03,118,し,2.0
03,119,ら,0.0
03,120,ぬ,0.0
03,121,も,-2.0
03,122,の,-1.0
03,123,に,1.0
03,126,は,
03,127,る,2.0
03,128,わ,2.0
03,131,な,
03,132,ん,0.0
03,133,ど,2.0
03,134,で,-2.0
03,135,も,4.0
03,137,こ,
03,138,の,2.0
03,139,さ,1.0
03,140,き,4.0
03,141,に,-5.0
03,142,な,5.0
03,143,に,0.0
03,144,が,-2.0
03,145,あ,-2.0
03,146,る,2.0
03,149,み,
03,150,え,0.0
03,151,な,-1.0
03,152,く,1.0
03,153,て,-1.0
03,154,い,-2.0
03,155,い,-2.0
03,158,い,
03,159,ち,2.0
03,160,ず,1.0
03,161,な,4.0
03,162,ま,-5.0
03,163,な,5.0
03,164,ざ,0.0
03,166,し,
03,167,が,0.0
03,170,ほ,
03,171,の,0.0
03,172,お,2.0
03,173,お,-2.0
03,174,と,-1.0
03,175,も,0.0
03,178,す,
03,179,よ,0.0
04,9,あ,
04,10,い,1.0
04,11,ど,2.0
04,12,ろ,-3.0
04,13,い,1.0
04,14,ど,2.0
04,15,や,-3.0
04,16,け,6.0
04,17,に,-1.0
04,18,ま,-5.0
04,19,じっ,3.0
04,20,ぽ,-2.0
04,21,い,-1.0
04,22,ぞ,1.0
04,23,し,0.0
04,24,め,0.0
04,25,き,0.0
04,26,り,0.0
04,27,は,0.0
04,28,り,0.0
04,29,き,0.0
04,30,り,0.0
04,31,ほ,-1.0
04,32,お,0.0
04,33,てい,3.0
04,34,し,-3.0
04,35,き,-2.0
04,37,そう,
04,38,やっ,1.0
04,39,ぱ,-1.0
04,40,ふ,1.0
04,41,し,-1.0
04,42,ぎ,-2.0
04,43,へ,-2.0
04,44,こ,9.0
04,45,ん,-2.0
04,46,で,-2.0
04,47,も,-1.0
04,48,そ,0.0
04,49,く,-2.0
04,50,はっ,3.0
04,51,ぴ,-1.0
04,53,だ,
04,54,め,8.0
04,55,も,-2.0
04,56,と,-1.0
04,57,で,-2.0
04,58,けっ,2.0
04,59,か,1.0
04,60,らっ,2.0
04,61,き,2.0
04,63,あ,
04,64,な,2.0
04,65,た,2.0
04,66,の,-2.0
04,67,た,2.0
04,68,め,1.0
04,69,の,2.0
04,71,わ,
04,72,た,-1.0
04,73,し,1.0
04,74,あ,-1.0
04,75,い,1.0
04,76,ど,2.0
04,77,ろい,-3.0
04,78,ど,-4.0
04,80,み,
04,81,ぎ,0.0
04,82,あ,-2.0
04,83,げ,3.0
04,84,て,-1.0
04,86,ひ,
04,88,だ,
04,89,り,-2.0
04,90,あ,3.0
04,91,げ,-1.0
04,92,て,-2.0
04,93,み,2.0
04,94,ぎ,0.0
04,95,さ,-2.0
04,96,げ,3.0
04,97,て,-1.0
04,99,ひ,
04,101,だ,
04,102,り,-2.0
04,103,さ,3.0
04,104,げ,-1.0
04,105,ない,-2.0
04,107,き,
04,108,どう,0.0
04,109,かん,0.0
04,110,りょう,0.0
04,111,あ,0.0
04,112,な,3.0
04,113,た,-1.0
04,114,わ,-2.0
04,115,だ,-2.0
04,116,あ,-3.0
04,117,れ,5.0
04,118,さ,-2.0
04,119,あ,-3.0
04,120,ね,5.0
04,121,ふ,0.0
04,124,し,
04,125,もん,0.0
04,126,にん,0.0
04,127,しょう,0.0
04,128,ふ,7.0
04,129,れ,-2.0
04,130,ら,-2.0
04,131,れ,-1.0
04,132,た,-4.0
04,133,ら,2.0
04,134,ど,3.0
04,135,き,-3.0
04,136,ど,7.0
04,137,き,-7.0
04,140,き,
04,141,ほん,0.0
04,142,せっ,0.0
04,143,てい,0.0
04,144,ご,0.0
04,145,よ,3.0
04,146,う,-1.0
04,147,わ,-2.0
04,148,な,-2.0
04,149,あ,-3.0
04,150,に,5.0
04,151,だ,-2.0
04,152,あ,-3.0
04,153,りん,5.0
04,154,わっとぅ,0.0
04,157,にん,
04,158,む,0.0
04,159,すい,0.0
04,160,こう,0.0
04,161,の,7.0
04,162,ぞ,-2.0
04,163,む,-2.0
04,164,ま,-1.0
04,165,ま,-4.0
04,166,に,2.0
04,168,お,
04,169,き,-3.0
04,170,ど,7.0
04,171,き,-7.0
04,173,ぶ,
04,174,れ,0.0
04,175,ざ,-4.0
04,176,お,4.0
04,177,あ,0.0
04,178,せ,-4.0
04,179,え,4.0
04,180,ら,0.0
04,181,あ,-2.0
04,182,ふ,3.0
04,183,く,-1.0
04,185,あ,
04,186,わ,0.0
04,187,せ,-3.0
04,188,る,3.0
04,189,な,0.0
04,190,ら,-3.0
04,191,はい,3.0
04,192,そ,0.0
04,193,お,3.0
04,194,あ,0.0
04,195,に,-1.0
04,196,そ,-2.0
04,197,どっ,2.0
04,198,ち,-4.0
04,199,こっ,4.0
04,200,ち,-4.0
04,201,ゆ,7.0
04,202,う,-2.0
04,203,じゅ,-1.0
04,204,う,-2.0
04,205,ふ,0.0
04,206,だん,-2.0
04,207,で,2.0
04,208,も,-2.0
04,209,い,4.0
04,210,じゃん,-2.0
04,214,あ,
04,215,い,1.0
04,216,ど,2.0
04,217,ろ,-3.0
04,218,い,1.0
04,219,ど,2.0
04,220,な,-3.0
04,221,ん,6.0
04,222,か,-1.0
04,223,ら,-5.0
04,224,ぶっ,3.0
04,225,ぽ,-2.0
04,226,い,-1.0
04,227,ぞ,1.0
04,228,と,0.0
04,229,び,0.0
04,230,き,0.0
04,231,り,0.0
04,232,ゆ,0.0
04,233,び,0.0
04,234,き,0.0
04,235,り,0.0
04,236,ふ,-1.0
04,237,た,0.0
04,238,り,3.0
04,239,き,-3.0
04,240,り,-2.0
04,242,も,
04,243,こ,1.0
04,244,れ,-1.0
04,245,っ,1.0
04,246,き,-1.0
04,247,り,-2.0
04,248,あ,2.0
04,249,い,1.0
04,250,も,2.0
04,251,こ,-3.0
04,252,い,1.0
04,253,も,2.0
04,254,そ,-3.0
04,255,の,6.0
04,256,さ,-1.0
04,257,き,-5.0
04,258,も,3.0
04,259,も,-2.0
04,260,っ,-1.0
04,261,と,1.0
04,262,な,0.0
04,263,ん,0.0
04,264,で,0.0
04,265,も,0.0
04,266,か,0.0
04,267,ん,0.0
04,268,で,0.0
04,269,も,0.0
04,270,お,-1.0
04,271,し,0.0
04,272,え,3.0
04,273,て,-3.0
04,274,よ,-2.0
04,276,ね,
04,277,い,1.0
04,278,い,-1.0
04,279,ん,1.0
04,280,で,-1.0
04,281,しょ,-2.0
04,282,な,-2.0
04,283,や,9.0
04,284,ん,-2.0
04,285,で,-2.0
04,286,も,-1.0
04,287,そ,0.0
04,288,く,-2.0
04,289,どん,3.0
04,290,まい,-1.0
04,292,しっ,
04,293,ぱい,8.0
04,294,し,-2.0
04,295,て,-1.0
04,296,も,-2.0
04,297,けっ,2.0
04,298,か,1.0
04,299,お,2.0
04,300,らい,2.0
04,302,あ,
04,303,な,2.0
04,304,た,2.0
04,305,が,-2.0
04,306,つ,2.0
04,307,く,1.0
04,308,る,2.0
04,310,わ,
04,311,た,-1.0
04,312,し,1.0
04,313,あ,-1.0
04,314,い,1.0
04,315,ど,2.0
04,316,ろい,-3.0
04,317,ど,-4.0
05,1,き,
05,2,み,2.0
05,3,が,2.0
05,4,い,3.0
05,5,ま,-5.0
05,6,ぼ,-2.0
05,7,く,2.0
05,8,お,2.0
05,9,さ,-2.0
05,10,さ,-2.0
05,11,え,-1.0
05,13,て,
05,16,ぼ,
05,17,く,2.0
05,18,が,2.0
05,19,い,3.0
05,20,ま,-5.0
05,21,き,-3.0
05,22,み,1.0
05,23,お,2.0
05,24,さ,0.0
05,25,さ,0.0
05,26,え,2.0
05,27,る,3.0
05,30,だ,
05,31,か,1.0
05,32,ら,2.0
05,33,ま,2.0
05,34,よ,3.0
05,36,い,
05,37,な,-2.0
05,38,が,2.0
05,39,ら,2.0
05,40,も,-2.0
05,41,と,-2.0
05,42,も,-1.0
05,43,に,-2.0
05,44,い,2.0
05,45,き,1.0
05,46,て,2.0
05,47,い,2.0
05,49,こ,
05,50,う,5.0
05,51,よ,2.0
05,52,み,-2.0
05,53,ら,-2.0
05,54,い,2.0
05,55,え,2.0
05,56,と,0.0
05,69,な,
05,70,か,1.0
05,71,ま,2.0
05,72,と,0.0
05,74,た,
05,75,わ,1.0
05,76,む,-1.0
05,77,れ,-2.0
05,79,そ,
05,80,れ,2.0
05,81,な,0.0
05,82,り,2.0
05,83,で,-2.0
05,84,い,2.0
05,85,て,-2.0
05,86,も,-2.0
05,89,も,
05,90,の,0.0
05,91,た,2.0
05,92,り,1.0
05,93,な,-1.0
05,94,さ,1.0
05,95,お,2.0
05,96,か,2.0
05,97,ん,-2.0
05,98,じ,-2.0
05,99,て,-3.0
05,100,し,2.0
05,101,ま,5.0
05,102,う,3.0
05,103,さ,-10.0
05,104,め,0.0
05,105,た,2.0
05,106,め,1.0
05,107,で,0.0
05,108,み,0.0
05,109,ら,0.0
05,110,れ,-1.0
05,111,て,-2.0
05,114,か,
05,115,わ,2.0
05,116,い,2.0
05,117,た,0.0
05,118,じ,-2.0
05,119,だ,2.0
05,120,い,1.0
05,121,の,2.0
05,122,か,-2.0
05,123,ぜ,-1.0
05,124,に,-4.0
05,125,ふ,2.0
05,127,か,
05,129,れ,
05,131,て,
05,132,い,-9.0
05,133,る,2.0
05,135,あ,
05,136,き,8.0
05,137,ら,-1.0
05,138,め,1.0
05,140,き,
05,141,れ,0.0
05,142,る,2.0
05,143,も,1.0
05,144,の,2.0
05,145,な,-2.0
05,146,ら,-1.0
05,147,ば,-4.0
05,148,さ,9.0
05,149,い,-2.0
05,150,しょ,-2.0
05,151,か,0.0
05,152,ら,0.0
05,153,きょ,0.0
05,154,お,2.0
05,155,み,-2.0
05,156,も,2.0
05,157,た,2.0
05,158,ない,-9.0
05,160,わ,
05,161,す,1.0
05,162,れ,11.0
05,163,ら,-2.0
05,164,れ,-3.0
05,165,る,-2.0
05,166,も,-2.0
05,167,の,-3.0
05,168,な,10.0
05,169,ら,-2.0
05,170,ひつ,-3.0
05,171,よ,3.0
05,172,う,2.0
05,173,さ,0.0
05,174,も,0.0
05,175,か,0.0
05,176,ん,0.0
05,177,じ,-3.0
05,178,な,5.0
05,179,い,-2.0
05,180,か,-2.0
05,181,ら,-1.0
05,182,ふ,-7.0
05,183,あ,8.0
05,184,ん,-1.0
05,185,な,1.0
05,187,こ,
05,188,こ,0.0
05,189,ろ,3.0
05,190,と,2.0
05,191,ゆ,-2.0
05,192,う,2.0
05,193,き,2.0
05,194,が,0.0
05,195,せ,-2.0
05,196,な,-2.0
05,197,か,0.0
05,198,あ,0.0
05,199,わ,0.0
05,200,せ,2.0
05,201,に,-2.0
05,202,な,0.0
05,203,っ,2.0
05,204,て,2.0
05,205,る,0.0
05,208,だ,
05,209,け,1.0
05,210,ど,11.0
05,211,い,-2.0
05,212,ま,-3.0
05,213,な,-2.0
05,214,ら,-1.0
05,215,ゆ,1.0
05,216,め,2.0
05,217,お,1.0
05,218,こ,-3.0
05,219,の,2.0
05,220,て,1.0
05,221,で,0.0
05,222,か,0.0
05,223,な,0.0
05,224,え,2.0
05,225,て,-2.0
05,226,み,-1.0
05,227,せ,0.0
05,228,る,-2.0
05,229,よ,0.0
05,233,き,
05,234,ず,2.0
05,235,つ,2.0
05,236,い,3.0
05,237,て,-5.0
05,238,こ,-2.0
05,239,わ,2.0
05,240,れ,2.0
05,241,そ,-2.0
05,242,な,-2.0
05,243,ひ,-1.0
05,245,も,
05,248,な,
05,249,み,2.0
05,250,だ,2.0
05,251,し,3.0
05,252,て,-5.0
05,253,こ,-3.0
05,254,ま,1.0
05,255,ら,2.0
05,256,せ,0.0
05,257,る,0.0
05,258,ひ,2.0
05,259,も,3.0
05,262,あ,
05,263,る,2.0
05,264,け,2.0
05,265,れ,3.0
05,267,ど,
05,268,ぼ,-2.0
05,269,く,2.0
05,270,ら,2.0
05,271,わ,-2.0
05,272,そ,-2.0
05,273,れ,-1.0
05,274,お,-2.0
05,275,こ,2.0
05,276,え,1.0
05,277,て,2.0
05,278,い,2.0
05,280,くん,
05,281,だ,7.0
05,282,だ,-4.0
05,283,れ,2.0
05,284,よ,2.0
05,285,り,0.0
05,287,う,
05,288,え,1.0
05,289,お,2.0
05,290,め,-2.0
05,291,ざ,-1.0
05,292,し,-4.0
05,293,て,2.0
06,11,つ,
06,12,く,0.0
06,13,え,0.0
06,14,の,1.0
06,16,お,
06,17,く,-2.0
06,19,に,
06,21,か,
06,22,く,0.0
06,23,し,0.0
06,24,て,2.0
06,26,る,
06,27,の,-2.0
06,28,わ,-1.0
06,29,きゅ,1.0
06,30,ん,-5.0
06,31,と,0.0
06,34,ひ,
06,35,か,-5.0
06,36,る,0.0
06,39,は,
06,40,あ,-2.0
06,41,と,2.0
06,42,の,-2.0
06,43,すと,-5.0
06,44,ん,2.0
06,45,ね,2.0
06,46,が,5.0
06,47,い,2.0
06,48,の,1.0
06,49,ちゃ,-1.0
06,50,あ,-2.0
06,51,む,-5.0
06,54,ひ,
06,55,み,-2.0
06,56,つ,-5.0
06,57,な,2.0
06,58,の,2.0
06,64,そ,
06,65,れ,0.0
06,66,と,0.0
06,67,ね,1.0
06,69,もう,
06,70,ひ,-2.0
06,71,とつ,-2.0
06,73,し,
06,74,ま,0.0
06,75,っ,0.0
06,76,て,2.0
06,77,る,-2.0
06,78,ん,-2.0
06,79,だ,-1.0
06,80,きゅ,1.0
06,81,ん,-5.0
06,82,と,0.0
06,85,な,
06,86,き,-5.0
06,87,むし,0.0
06,90,だ,
06,91,め,-2.0
06,92,だ,2.0
06,93,め,-2.0
06,94,み,-5.0
06,95,い,2.0
06,96,あ,0.0
06,97,こ,2.0
06,99,が,
06,100,れ,2.0
06,101,の,1.0
06,102,せ,-1.0
06,103,かい,-2.0
06,104,え,-5.0
06,107,ゆ,
06,109,く,
06,110,の,-5.0
06,112,だ,
06,113,な,0.0
06,114,み,2.0
06,115,だ,0.0
06,117,ほ,
06,118,ろ,2.0
06,119,り,0.0
06,121,こ,
06,122,ぼ,5.0
06,123,れ,2.0
06,124,ちゃ,-2.0
06,125,う,-5.0
06,126,ひ,-2.0
06,128,と,
06,129,し,7.0
06,130,ずく,-7.0
06,133,に,
06,134,じ,-7.0
06,135,に,0.0
06,136,な,2.0
06,137,れ,-2.0
06,142,だ,
06,144,け,
06,145,ど,2.0
06,147,だっ,
06,149,て,
06,150,さ,2.0
06,153,つ,
06,154,よ,-2.0
06,155,く,2.0
06,156,な,-2.0
06,157,る,-2.0
06,158,のっ,-5.0
06,160,て,
06,161,む,2.0
06,162,ず,3.0
06,164,か,
06,165,し,7.0
06,167,い,
06,172,だ,
06,174,け,
06,175,ど,2.0
06,177,だっ,
06,178,て,-2.0
06,179,さ,2.0
06,181,い,
06,183,く,
06,184,し,2.0
06,185,か,-2.0
06,186,ない,-5.0
06,188,じゃんぷ,
06,193,せく,
06,194,しょん,0.0
06,195,れ,-5.0
06,196,いん,7.0
06,197,ぼ,-2.0
06,198,は,-3.0
06,199,じ,2.0
06,200,ま,1.0
06,201,る,0.0
06,204,と,
06,205,き,0.0
06,206,め,-3.0
06,207,き,0.0
06,208,み,3.0
06,209,ら,0.0
06,210,い,-3.0
06,212,か,
06,213,が,1.0
06,214,や,-1.0
06,216,き,
06,217,たい,2.0
06,220,ほ,
06,221,し,0.0
06,222,の,-5.0
06,223,り,4.0
06,224,ずむ,-2.0
06,225,な,-2.0
06,226,な,-2.0
06,227,い,-1.0
06,228,ろ,-2.0
06,230,ま,
06,231,ほ,5.0
06,232,お,2.0
06,233,お,1.0
06,234,か,-1.0
06,235,け,-2.0
06,236,よ,-2.0
06,241,せく,
06,242,しょん,0.0
06,243,れ,-5.0
06,244,いん,7.0
06,245,ぼ,-2.0
06,246,すて,-3.0
06,247,じ,2.0
06,248,ばい,1.0
06,249,すてじ,0.0
06,252,ず,
06,253,っ,0.0
06,254,と,-3.0
06,255,ず,3.0
06,256,っ,0.0
06,257,と,-3.0
06,259,も,
06,260,っ,0.0
06,261,と,-3.0
06,262,も,3.0
06,263,っ,0.0
06,264,と,-3.0
06,266,と,
06,267,び,0.0
06,268,だ,0.0
06,269,そ,-3.0
06,270,あ,3.0
06,271,し,-5.0
06,273,た,
06,274,え,-2.0
06,329,こ,
06,330,と,2.0
06,332,ば,
06,333,で,-2.0
06,334,わ,2.0
06,337,い,
06,339,たい,
06,340,お,-5.0
06,341,もい,2.0
06,342,と,2.0
06,343,ど,3.0
06,345,か,
06,346,な,7.0
06,347,い,-2.0
06,352,だ,
06,353,か,-2.0
06,354,ら,2.0
06,356,ぜん,
06,357,りょ,-2.0
06,358,く,2.0
06,360,や,
06,361,る,0.0
06,362,し,2.0
06,363,か,-2.0
06,364,ない,-5.0
06,365,じゃんぷ,4.0
06,382,ず,
06,383,っ,0.0
06,384,と,-3.0
06,385,ず,3.0
06,386,っ,0.0
06,387,と,-3.0
06,389,も,
06,390,っ,0.0
06,391,と,-3.0
06,392,も,3.0
06,393,っ,0.0
06,394,と,-3.0
06,396,つ,
06,397,ず,0.0
06,398,く,-3.0
06,399,らい,3.0
06,400,らい,-5.0
06,401,らい,7.0
06,402,お,-2.0
06,403,お,0.0
06,405,き,
06,406,く,7.0
06,407,て,-2.0
06,408,お,-3.0
06,410,ひ,
06,411,ろ,1.0
06,412,げ,0.0
06,415,い,
06,416,ろ,0.0
06,417,と,-3.0
06,418,り,0.0
06,419,ど,3.0
06,420,り,0.0
06,421,の,-3.0
06,422,わ,2.0
06,423,お,1.0
06,424,え,-1.0
06,425,がく,-2.0
06,426,よ,2.0
06,429,ぷ,
06,430,り,0.0
06,431,てぃ,-5.0
06,432,り,4.0
06,433,ずむ,-2.0
06,434,ひ,-2.0
06,435,び,-2.0
06,436,い,-1.0
06,437,て,-2.0
06,438,さ,0.0
06,439,い,2.0
06,440,り,5.0
06,441,う,2.0
06,442,む,1.0
