song,event_idx,lyric,interval_pitch,consonant,vowel,special
4,210,じゃ,-2.0,j,a,None
4,210,ん,,None,None,N
4,214,あ,,None,a,None
4,215,い,1.0,None,i,None
4,216,ど,2.0,d,o,None
4,217,ろ,-3.0,r,o,None
4,218,い,1.0,None,i,None
4,219,ど,2.0,d,o,None
4,220,な,-3.0,n,a,None
4,221,ん,6.0,None,None,N
4,222,か,-1.0,k,a,None
4,223,ら,-5.0,r,a,None
4,224,ぶ,3.0,b,u,None
4,224,っ,,None,None,cl
4,225,ぽ,-2.0,p,o,None
4,226,い,-1.0,None,i,None
4,227,ぞ,1.0,z,o,None
4,228,と,0.0,t,o,None
4,229,び,0.0,b,i,None
4,230,き,0.0,k,i,None
4,231,り,0.0,r,i,None
4,232,ゆ,0.0,y,u,None
4,233,び,0.0,b,i,None
4,234,き,0.0,k,i,None
4,235,り,0.0,r,i,None
4,236,ふ,-1.0,f,u,None
4,237,た,0.0,t,a,None
4,238,り,3.0,r,i,None
4,239,き,-3.0,k,i,None
4,240,り,-2.0,r,i,None
4,242,も,,m,o,None
4,243,こ,1.0,k,o,None
4,244,れ,-1.0,r,e,None
4,245,っ,1.0,None,None,cl
4,246,き,-1.0,k,i,None
4,247,り,-2.0,r,i,None
4,248,あ,2.0,None,a,None
4,249,い,1.0,None,i,None
4,250,も,2.0,m,o,None
4,251,こ,-3.0,k,o,None
4,252,い,1.0,None,i,None
4,253,も,2.0,m,o,None
4,254,そ,-3.0,s,o,None
4,255,の,6.0,n,o,None
4,256,さ,-1.0,s,a,None
4,257,き,-5.0,k,i,None
4,258,も,3.0,m,o,None
4,259,も,-2.0,m,o,None
4,260,っ,-1.0,None,None,cl
4,261,と,1.0,t,o,None
4,262,な,0.0,n,a,None
4,263,ん,0.0,None,None,N
4,264,で,0.0,d,e,None
4,265,も,0.0,m,o,None
4,266,か,0.0,k,a,None
4,267,ん,0.0,None,None,N
4,268,で,0.0,d,e,None
4,269,も,0.0,m,o,None
4,270,お,-1.0,None,o,None
4,271,し,0.0,sh,i,None
4,272,え,3.0,None,e,None
4,273,て,-3.0,t,e,None
4,274,よ,-2.0,y,o,None
4,276,ね,,n,e,None
4,277,い,1.0,None,i,None
4,278,い,-1.0,None,i,None
4,279,ん,1.0,None,None,N
4,280,で,-1.0,d,e,None
4,281,しょ,-2.0,sh,o,None
4,282,な,-2.0,n,a,None
4,283,や,9.0,y,a,None
4,284,ん,-2.0,None,None,N
4,285,で,-2.0,d,e,None
4,286,も,-1.0,m,o,None
4,287,そ,0.0,s,o,None
4,288,く,-2.0,k,u,None
4,289,ど,3.0,d,o,None
4,289,ん,,None,None,N
4,290,ま,-1.0,m,a,None
4,290,い,,None,i,None
4,292,し,,sh,i,None
4,292,っ,,None,None,cl
4,293,ぱ,8.0,p,a,None
4,293,い,,None,i,None
4,294,し,-2.0,sh,i,None
4,295,て,-1.0,t,e,None
4,296,も,-2.0,m,o,None
4,297,け,2.0,k,e,None
4,297,っ,,None,None,cl
4,298,か,1.0,k,a,None
4,299,お,2.0,None,o,None
4,300,ら,2.0,r,a,None
4,300,い,,None,i,None
4,302,あ,,None,a,None
4,303,な,2.0,n,a,None
4,304,た,2.0,t,a,None
4,305,が,-2.0,g,a,None
4,306,つ,2.0,ts,u,None
4,307,く,1.0,k,u,None
4,308,る,2.0,r,u,None
4,310,わ,,w,a,None
4,311,た,-1.0,t,a,None
4,312,し,1.0,sh,i,None
4,313,あ,-1.0,None,a,None
4,314,い,1.0,None,i,None
4,315,ど,2.0,d,o,None
4,316,ろ,-3.0,r,o,None
4,316,い,,None,i,None
4,317,ど,-4.0,d,o,None
5,1,き,,k,i,None
5,2,み,2.0,m,i,None
5,3,が,2.0,g,a,None
5,4,い,3.0,None,i,None
5,5,ま,-5.0,m,a,None
