song,lyric,dur,BPM
02,て,1.0,129
02,ゆ,1.0,129
02,く,1.0,129
02,そ,1.5,129
02,ら,0.5,129
02,に,1.0,129
02,さ,0.5,129
02,く,2.0,129
02,い,1.0,129
02,ち,1.0,129
02,ば,1.5,129
02,ん,0.5,129
02,ぼ,0.5,129
02,し,1.0,129
02,に,1.0,129
02,つ,1.0,129
02,よ,1.0,129
02,く,1.0,129
02,ね,1.0,129
02,が,0.5,129
02,う,4.0,129
02,ふぉ,1.0,129
02,え,0.5,129
02,ば,0.5,129
02,ど,0.5,129
02,りむ,6.5,129
03,い,1.0,98
03,ま,1.5,98
03,よ,0.25,98
03,り,0.25,98
03,も,2.0,98
03,つ,1.0,98
03,よ,1.0,98
03,く,0.5,98
03,な,0.25,98
03,り,0.75,98
03,た,0.5,98
03,い,3.0,98
03,た,0.5,98
03,だ,0.5,98
03,ひ,1.0,98
03,と,1.0,98
03,つ,1.0,98
03,の,1.0,98
03,ね,1.5,98
03,が,0.5,98
03,い,1.5,98
03,む,1.0,98
03,ね,1.0,98
03,に,0.75,98
03,さ,0.75,98
03,く,0.5,98
03,ほ,3.0,98
03,の,0.5,98
03,お,4.75,98
03,な,0.25,98
03,に,0.25,98
03,も,1.5,98
03,で,0.5,98
03,き,0.5,98
03,な,0.5,98
03,か,0.5,98
03,っ,0.5,98
03,た,0.5,98
03,ひ,0.25,98
03,に,2.5,98
03,む,0.25,98
03,ね,0.25,98
03,の,1.5,98
03,ち,0.5,98
03,か,0.5,98
03,い,0.5,98
03,わ,0.5,98
03,う,0.5,98
03,ま,0.5,98
03,れ,0.25,98
03,た,2.5,98
03,け,0.25,98
03,し,0.25,98
03,て,1.5,98
03,も,0.5,98
03,お,0.5,98
03,に,0.5,98
03,げ,0.5,98
03,だ,0.5,98
03,さ,0.5,98
03,な,0.5,98
03,い,0.5,98
03,と,1.5,98
03,た,0.5,98
03,だ,0.5,98
03,ひ,0.5,98
03,た,0.5,98
03,す,0.5,98
03,ら,1.25,98
03,ま,0.5,98
03,え,0.5,98
03,お,0.5,98
03,む,0.5,98
03,く,0.5,98
03,と,2.75,98
03,き,0.25,98
03,ず,0.25,98
03,つ,0.25,98
03,き,0.25,98
03,た,0.5,98
03,お,0.25,98
03,れ,2.0,98
03,ま,0.25,98
03,た,0.25,98
03,た,0.25,98
03,ち,0.25,98
03,あ,0.5,98
03,が,0.25,98
03,る,2.0,98
03,あ,0.25,98
03,き,0.25,98
03,ら,0.25,98
03,め,0.25,98
03,な,0.5,98
03,ど,0.25,98
03,し,0.75,98
03,ら,0.5,98
03,ぬ,0.5,98
03,も,0.5,98
03,の,0.5,98
03,に,1.0,98
03,は,0.5,98
03,る,0.5,98
03,わ,1.0,98
03,な,0.5,98
03,ん,0.5,98
03,ど,0.5,98
03,で,0.5,98
03,も,3.25,98
03,こ,0.5,98
03,の,0.5,98
03,さ,1.0,98
03,き,1.0,98
03,に,1.0,98
03,な,1.0,98
03,に,1.5,98
03,が,0.25,98
03,あ,0.25,98
03,る,1.5,98
03,み,1.0,98
03,え,1.0,98
03,な,0.5,98
03,く,0.25,98
03,て,0.75,98
03,い,0.5,98
03,い,2.5,98
03,い,0.5,98
03,ち,0.5,98
03,ず,1.0,98
03,な,1.0,98
03,ま,1.0,98
03,な,1.0,98
03,ざ,1.25,98
03,し,0.5,98
03,が,1.5,98
03,ほ,1.0,98
03,の,1.0,98
03,お,0.75,98
03,お,0.75,98
03,と,0.5,98
03,も,3.0,98
03,す,0.5,98
03,よ,4.75,98
04,あ,1.5,164
04,い,1.5,164
04,ど,1.0,164
04,ろ,1.5,164
04,い,1.5,164
04,ど,1.0,164
04,や,1.0,164
04,け,1.0,164
04,に,1.0,164
04,ま,1.0,164
04,じっ,1.0,164
04,ぽ,0.5,164
04,い,0.5,164
04,ぞ,2.0,164
04,し,0.5,164
04,め,0.5,164
04,き,0.5,164
04,り,0.5,164
04,は,0.5,164
04,り,0.5,164
04,き,0.5,164
04,り,0.5,164
04,ほ,1.0,164
04,お,0.5,164
04,てい,1.5,164
04,し,1.0,164
04,き,1.0,164
04,そう,1.5,164
04,やっ,1.0,164
04,ぱ,1.5,164
04,ふ,0.25,164
04,し,0.25,164
04,ぎ,2.0,164
04,へ,1.0,164
04,こ,1.0,164
04,ん,0.5,164
04,で,0.5,164
04,も,0.5,164
04,そ,1.0,164
04,く,0.5,164
04,はっ,1.0,164
04,ぴ,1.0,164
04,だ,1.0,164
04,め,1.0,164
04,も,0.5,164
04,と,0.5,164
04,で,0.5,164
04,けっ,1.0,164
04,か,0.5,164
04,らっ,1.0,164
04,き,1.0,164
04,あ,1.5,164
04,な,1.5,164
04,た,1.0,164
04,の,1.5,164
04,た,1.5,164
04,め,1.0,164
04,の,3.0,164
04,わ,0.5,164
04,た,0.5,164
04,し,0.5,164
04,あ,0.5,164
04,い,1.0,164
04,ど,1.0,164
04,ろい,1.5,164
04,ど,4.5,164
04,み,0.5,164
04,ぎ,0.5,164
04,あ,0.5,164
04,げ,0.5,164
04,て,1.0,164
04,ひ,0.5,164
04,だ,0.5,164
04,り,0.5,164
04,あ,0.5,164
04,げ,1.0,164
04,て,1.0,164
04,み,0.5,164
04,ぎ,0.5,164
04,さ,0.5,164
04,げ,0.5,164
04,て,1.0,164
04,ひ,0.5,164
04,だ,0.5,164
04,り,0.5,164
04,さ,0.5,164
04,げ,1.0,164
04,ない,1.0,164
04,き,0.5,164
04,どう,1.0,164
04,かん,1.0,164
04,りょう,1.0,164
04,あ,0.5,164
04,な,0.5,164
04,た,0.5,164
04,わ,0.5,164
04,だ,1.0,164
04,あ,1.0,164
04,れ,2.0,164
04,さ,1.0,164
04,あ,1.0,164
04,ね,1.5,164
04,ふ,1.5,164
04,し,0.5,164
04,もん,1.0,164
04,にん,1.0,164
04,しょう,1.0,164
04,ふ,0.5,164
04,れ,0.5,164
04,ら,1.0,164
04,れ,1.0,164
04,た,1.0,164
04,ら,2.0,164
04,ど,1.0,164
04,き,1.0,164
04,ど,1.5,164
04,き,1.5,164
04,き,0.5,164
04,ほん,1.0,164
04,せっ,1.0,164
04,てい,1.0,164
04,ご,0.5,164
04,よ,0.5,164
04,う,0.5,164
04,わ,0.5,164
04,な,1.0,164
04,あ,1.0,164
04,に,2.0,164
04,だ,1.0,164
04,あ,1.0,164
04,りん,1.5,164
04,わっとぅ,1.5,164
04,にん,0.5,164
04,む,1.0,164
04,すい,1.0,164
04,こう,1.0,164
04,の,0.5,164
04,ぞ,0.5,164
04,む,1.0,164
04,ま,1.0,164
04,ま,1.0,164
04,に,1.0,164
04,お,1.0,164
04,き,1.0,164
04,ど,1.5,164
04,き,1.5,164
04,ぶ,0.5,164
04,れ,0.5,164
04,ざ,1.0,164
04,お,0.5,164
04,あ,0.5,164
04,せ,0.5,164
04,え,1.0,164
04,ら,0.5,164
04,あ,0.5,164
04,ふ,0.5,164
04,く,1.0,164
04,あ,0.5,164
04,わ,0.5,164
04,せ,1.0,164
04,る,0.5,164
04,な,0.5,164
04,ら,0.5,164
04,はい,1.0,164
04,そ,0.5,164
04,お,0.5,164
04,あ,0.5,164
04,に,1.0,164
04,そ,1.0,164
04,どっ,1.0,164
04,ち,1.0,164
04,こっ,1.0,164
04,ち,0.5,164
04,ゆ,1.5,164
04,う,1.0,164
04,じゅ,1.0,164
04,う,1.0,164
04,ふ,0.5,164
04,だん,1.0,164
04,で,0.5,164
04,も,1.0,164
04,い,1.0,164
04,じゃん,3.0,164
04,あ,1.5,164
04,い,1.5,164
04,ど,1.0,164
04,ろ,1.5,164
04,い,1.5,164
04,ど,1.0,164
04,な,1.0,164
04,ん,1.0,164
04,か,1.0,164
04,ら,1.0,164
04,ぶっ,1.0,164
04,ぽ,0.5,164
04,い,0.5,164
04,ぞ,2.0,164
04,と,0.5,164
04,び,0.5,164
04,き,0.5,164
04,り,0.5,164
04,ゆ,0.5,164
04,び,0.5,164
04,き,0.5,164
04,り,0.5,164
04,ふ,1.0,164
04,た,0.5,164
04,り,1.5,164
04,き,1.0,164
04,り,1.0,164
04,も,1.5,164
04,こ,1.0,164
04,れ,1.5,164
04,っ,0.25,164
04,き,0.25,164
04,り,2.0,164
04,あ,1.5,164
04,い,1.5,164
04,も,1.0,164
04,こ,1.5,164
04,い,1.5,164
04,も,1.0,164
04,そ,1.0,164
04,の,1.0,164
04,さ,1.0,164
04,き,1.0,164
04,も,1.0,164
04,も,0.5,164
04,っ,0.5,164
04,と,2.0,164
04,な,0.5,164
04,ん,0.5,164
04,で,0.5,164
04,も,0.5,164
04,か,0.5,164
04,ん,0.5,164
04,で,0.5,164
04,も,0.5,164
04,お,1.0,164
04,し,0.5,164
04,え,1.5,164
04,て,1.0,164
04,よ,1.0,164
04,ね,1.5,164
04,い,1.0,164
04,い,1.5,164
04,ん,0.25,164
04,で,0.25,164
04,しょ,2.0,164
04,な,1.0,164
04,や,1.0,164
04,ん,0.5,164
04,で,0.5,164
04,も,0.5,164
04,そ,1.0,164
04,く,0.5,164
04,どん,1.0,164
04,まい,1.0,164
04,しっ,1.0,164
04,ぱい,1.0,164
04,し,0.5,164
04,て,0.5,164
04,も,0.5,164
04,けっ,1.0,164
04,か,0.5,164
04,お,1.0,164
04,らい,1.0,164
04,あ,1.5,164
04,な,1.5,164
04,た,1.0,164
04,が,1.5,164
04,つ,1.5,164
04,く,1.0,164
04,る,3.0,164
04,わ,0.5,164
04,た,0.5,164
04,し,0.5,164
04,あ,0.5,164
04,い,1.0,164
04,ど,1.0,164
04,ろい,1.5,164
04,ど,4.5,164
05,き,0.25,120
05,み,0.25,120
05,が,1.0,120
05,い,1.0,120
05,ま,1.5,120
05,ぼ,0.25,120
05,く,0.25,120
05,お,0.75,120
05,さ,0.25,120
05,さ,0.25,120
05,え,0.25,120
05,て,1.0,120
05,ぼ,0.25,120
05,く,0.25,120
05,が,1.0,120
05,い,1.0,120
05,ま,1.5,120
05,き,0.25,120
05,み,0.25,120
05,お,0.75,120
05,さ,0.25,120
05,さ,0.25,120
05,え,0.5,120
05,る,1.0,120
05,だ,0.25,120
05,か,0.25,120
05,ら,0.25,120
05,ま,1.0,120
05,よ,0.75,120
05,い,1.5,120
05,な,0.25,120
05,が,0.25,120
05,ら,0.75,120
05,も,0.25,120
05,と,0.25,120
05,も,0.5,120
05,に,0.75,120
05,い,0.5,120
05,き,0.5,120
05,て,0.5,120
05,い,0.5,120
05,こ,0.75,120
05,う,0.5,120
05,よ,1.5,120
05,み,0.25,120
05,ら,0.25,120
05,い,0.5,120
05,え,0.25,120
05,と,3.75,120
05,な,0.25,120
05,か,0.25,120
05,ま,0.25,120
05,と,0.5,120
05,た,0.25,120
05,わ,0.5,120
05,む,0.25,120
05,れ,1.25,120
05,そ,0.25,120
05,れ,0.25,120
05,な,0.25,120
05,り,0.5,120
05,で,0.25,120
05,い,0.5,120
05,て,0.25,120
05,も,1.0,120
05,も,0.25,120
05,の,0.25,120
05,た,0.25,120
05,り,0.5,120
05,な,0.25,120
05,さ,0.5,120
05,お,0.25,120
05,か,0.75,120
05,ん,0.5,120
05,じ,0.5,120
05,て,0.5,120
05,し,1.0,120
05,ま,1.0,120
05,う,1.5,120
05,さ,0.25,120
05,め,0.25,120
05,た,0.25,120
05,め,0.25,120
05,で,0.25,120
05,み,0.25,120
05,ら,0.5,120
05,れ,0.25,120
05,て,1.0,120
05,か,0.25,120
05,わ,0.25,120
05,い,0.25,120
05,た,0.5,120
05,じ,0.25,120
05,だ,0.5,120
05,い,0.5,120
05,の,0.5,120
05,か,0.5,120
05,ぜ,0.5,120
05,に,0.5,120
05,ふ,0.5,120
05,か,0.75,120
05,れ,0.5,120
05,て,0.75,120
05,い,0.5,120
05,る,1.5,120
05,あ,0.5,120
05,き,0.5,120
05,ら,0.5,120
05,め,1.5,120
05,き,0.5,120
05,れ,0.5,120
05,る,0.5,120
05,も,0.5,120
05,の,0.5,120
05,な,0.5,120
05,ら,0.5,120
05,ば,1.0,120
05,さ,0.5,120
05,い,0.5,120
05,しょ,1.0,120
05,か,0.5,120
05,ら,0.5,120
05,きょ,0.5,120
05,お,1.0,120
05,み,0.5,120
05,も,1.0,120
05,た,0.5,120
05,ない,1.5,120
05,わ,0.5,120
05,す,1.0,120
05,れ,0.5,120
05,ら,1.0,120
05,れ,0.5,120
05,る,0.5,120
05,も,1.0,120
05,の,0.5,120
05,な,0.5,120
05,ら,1.0,120
05,ひつ,0.5,120
05,よ,0.5,120
05,う,1.0,120
05,さ,0.5,120
05,も,0.5,120
05,か,0.5,120
05,ん,0.5,120
05,じ,1.0,120
05,な,1.0,120
05,い,0.5,120
05,か,0.5,120
05,ら,1.0,120
05,ふ,0.5,120
05,あ,0.5,120
05,ん,0.5,120
05,な,1.5,120
05,こ,0.5,120
05,こ,0.5,120
05,ろ,0.5,120
05,と,1.0,120
05,ゆ,0.5,120
05,う,0.5,120
05,き,1.0,120
05,が,0.5,120
05,せ,0.5,120
05,な,1.0,120
05,か,0.5,120
05,あ,0.5,120
05,わ,0.5,120
05,せ,0.5,120
05,に,0.5,120
05,な,0.5,120
05,っ,1.0,120
05,て,0.5,120
05,る,1.25,120
05,だ,0.5,120
05,け,1.0,120
05,ど,0.5,120
05,い,1.0,120
05,ま,0.5,120
05,な,0.5,120
05,ら,1.0,120
05,ゆ,0.5,120
05,め,0.5,120
05,お,1.0,120
05,こ,0.5,120
05,の,0.5,120
05,て,1.0,120
05,で,0.5,120
05,か,0.5,120
05,な,0.5,120
05,え,0.5,120
05,て,0.5,120
05,み,0.5,120
05,せ,1.0,120
05,る,0.5,120
05,よ,1.75,120
05,き,0.25,120
05,ず,0.25,120
05,つ,1.0,120
05,い,1.0,120
05,て,1.5,120
05,こ,0.25,120
05,わ,0.25,120
05,れ,0.75,120
05,そ,0.25,120
05,な,0.25,120
05,ひ,0.25,120
05,も,1.0,120
05,な,0.25,120
05,み,0.25,120
05,だ,1.0,120
05,し,1.0,120
05,て,1.5,120
05,こ,0.25,120
05,ま,0.25,120
05,ら,0.75,120
05,せ,0.25,120
05,る,0.5,120
05,ひ,0.25,120
05,も,1.0,120
05,あ,0.25,120
05,る,0.25,120
05,け,1.0,120
05,れ,0.75,120
05,ど,1.5,120
05,ぼ,0.25,120
05,く,0.25,120
05,ら,0.75,120
05,わ,0.25,120
05,そ,0.25,120
05,れ,0.5,120
05,お,0.75,120
05,こ,0.5,120
05,え,0.5,120
05,て,0.5,120
05,い,0.5,120
05,くん,0.75,120
05,だ,2.0,120
05,だ,0.5,120
05,れ,0.5,120
05,よ,0.25,120
05,り,3.75,120
05,う,0.25,120
05,え,0.25,120
05,お,0.5,120
05,め,0.5,120
05,ざ,0.5,120
05,し,0.25,120
05,て,0.75,120
06,つ,0.5,108
06,く,0.25,108
06,え,0.5,108
06,の,0.5,108
06,お,0.5,108
06,く,0.25,108
06,に,0.75,108
06,か,0.5,108
06,く,0.25,108
06,し,0.5,108
06,て,0.5,108
06,る,0.5,108
06,の,0.5,108
06,わ,0.5,108
06,きゅ,0.5,108
06,ん,0.25,108
06,と,0.5,108
06,ひ,0.5,108
06,か,0.25,108
06,る,0.5,108
06,は,0.5,108
06,あ,0.5,108
06,と,0.5,108
06,の,0.5,108
06,すと,1.0,108
06,ん,1.0,108
06,ね,0.5,108
06,が,0.5,108
06,い,0.5,108
06,の,0.5,108
06,ちゃ,1.0,108
06,あ,1.0,108
06,む,1.25,108
06,ひ,0.5,108
06,み,0.5,108
06,つ,0.5,108
06,な,0.5,108
06,の,0.75,108
06,そ,0.5,108
06,れ,0.25,108
06,と,0.5,108
06,ね,0.5,108
06,もう,0.5,108
06,ひ,0.5,108
06,とつ,0.75,108
06,し,0.5,108
06,ま,0.25,108
06,っ,0.5,108
06,て,0.75,108
06,る,0.5,108
06,ん,0.5,108
06,だ,0.5,108
06,きゅ,0.5,108
06,ん,0.25,108
06,と,0.5,108
06,な,0.5,108
06,き,0.25,108
06,むし,0.5,108
06,だ,0.5,108
06,め,0.5,108
06,だ,0.5,108
06,め,0.5,108
06,み,1.0,108
06,い,0.75,108
06,あ,0.25,108
06,こ,0.25,108
06,が,0.5,108
06,れ,0.5,108
06,の,0.5,108
06,せ,1.0,108
06,かい,1.0,108
06,え,1.25,108
06,ゆ,0.25,108
06,く,0.5,108
06,の,0.25,108
06,だ,0.5,108
06,な,0.25,108
06,み,0.5,108
06,だ,1.0,108
06,ほ,0.25,108
06,ろ,0.5,108
06,り,1.0,108
06,こ,0.5,108
06,ぼ,0.5,108
06,れ,0.5,108
06,ちゃ,0.5,108
06,う,1.0,108
06,ひ,0.25,108
06,と,0.5,108
06,し,0.75,108
06,ずく,0.5,108
06,に,0.75,108
06,じ,0.5,108
06,に,0.25,108
06,な,0.5,108
06,れ,1.25,108
06,だ,0.25,108
06,け,0.5,108
06,ど,0.75,108
06,だっ,0.25,108
06,て,0.25,108
06,さ,0.5,108
06,つ,0.5,108
06,よ,0.5,108
06,く,0.5,108
06,な,0.25,108
06,る,1.25,108
06,のっ,0.25,108
06,て,0.5,108
06,む,0.5,108
06,ず,1.25,108
06,か,1.0,108
06,し,0.75,108
06,い,1.75,108
06,だ,0.25,108
06,け,0.5,108
06,ど,0.75,108
06,だっ,0.5,108
06,て,0.25,108
06,さ,1.0,108
06,い,0.75,108
06,く,1.0,108
06,し,1.0,108
06,か,1.0,108
06,ない,0.75,108
06,じゃんぷ,2.25,108
06,せく,0.5,108
06,しょん,0.5,108
06,れ,0.5,108
06,いん,1.0,108
06,ぼ,1.0,108
06,は,0.5,108
06,じ,0.5,108
06,ま,0.5,108
06,る,1.75,108
06,と,0.5,108
06,き,0.25,108
06,め,0.5,108
06,き,0.25,108
06,み,0.5,108
06,ら,0.25,108
06,い,0.5,108
06,か,0.5,108
06,が,1.0,108
06,や,0.75,108
06,き,1.0,108
06,たい,0.75,108
06,ほ,0.5,108
06,し,0.5,108
06,の,0.5,108
06,り,1.0,108
06,ずむ,1.0,108
06,な,1.0,108
06,な,1.0,108
06,い,0.75,108
06,ろ,1.0,108
06,ま,0.5,108
06,ほ,0.5,108
06,お,0.5,108
06,お,0.5,108
06,か,1.0,108
06,け,1.0,108
06,よ,0.75,108
06,せく,0.5,108
06,しょん,0.5,108
06,れ,0.5,108
06,いん,1.0,108
06,ぼ,1.0,108
06,すて,0.5,108
06,じ,0.5,108
06,ばい,0.5,108
06,すてじ,1.75,108
06,ず,0.5,108
06,っ,0.25,108
06,と,0.75,108
06,ず,0.5,108
06,っ,0.25,108
06,と,1.5,108
06,も,0.5,108
06,っ,0.25,108
06,と,0.75,108
06,も,0.5,108
06,っ,0.25,108
06,と,1.5,108
06,と,0.25,108
06,び,0.25,108
06,だ,0.25,108
06,そ,0.75,108
06,あ,0.75,108
06,し,0.5,108
06,た,0.5,108
06,え,1.0,108
06,こ,0.5,108
06,と,0.75,108
06,ば,0.5,108
06,で,0.25,108
06,わ,1.5,108
06,い,0.75,108
06,たい,1.0,108
06,お,0.5,108
06,もい,0.5,108
06,と,0.5,108
06,ど,1.25,108
06,か,1.0,108
06,な,1.0,108
06,い,2.0,108
06,だ,0.5,108
06,か,0.5,108
06,ら,0.75,108
06,ぜん,0.5,108
06,りょ,0.25,108
06,く,1.0,108
06,や,1.0,108
06,る,1.0,108
06,し,1.0,108
06,か,1.0,108
06,ない,1.0,108
06,じゃんぷ,2.25,108
06,ず,0.5,108
06,っ,0.25,108
06,と,0.75,108
06,ず,0.5,108
06,っ,0.25,108
06,と,1.5,108
06,も,0.5,108
06,っ,0.25,108
06,と,0.75,108
06,も,0.5,108
06,っ,0.25,108
06,と,1.5,108
06,つ,0.5,108
06,ず,0.25,108
06,く,0.75,108
06,らい,0.75,108
06,らい,0.75,108
06,らい,1.0,108
06,お,0.5,108
06,お,0.375,108
06,き,0.5,108
06,く,1.0,108
06,て,1.0,108
06,お,0.375,108
06,ひ,0.5,108
06,ろ,0.5,108
06,げ,1.75,108
06,い,0.5,108
06,ろ,0.25,108
06,と,0.5,108
06,り,0.25,108
06,ど,0.5,108
06,り,0.25,108
06,の,0.75,108
06,わ,0.5,108
06,お,1.0,108
06,え,1.0,108
06,がく,1.0,108
06,よ,1.0,108
06,ぷ,0.5,108
06,り,0.5,108
06,てぃ,0.5,108
06,り,1.0,108
06,ずむ,1.0,108
06,ひ,1.0,108
06,び,1.0,108
06,い,0.75,108
