0,1,2,3,4,5
1,り,789,r,i,None
1,た,789,t,a,None
1,ば,394,b,a,None
1,そ,394,s,o,None
1,で,394,d,e,None
1,く,592,k,u,None
1,お,394,None,o,None
1,な,394,n,a,None
1,せ,394,s,e,None
1,い,394,None,i,None
1,き,592,k,i,None
1,の,592,n,o,None
1,る,394,r,u,None
1,す,394,s,u,None
1,み,394,m,i,None
1,い,394,None,i,None
1,お,394,None,o,None
1,び,394,b,i,None
1,び,394,b,i,None
1,み,394,m,i,None
1,ご,789,g,o,None
2,え,465,None,e,None
2,る,465,r,u,None
2,こ,465,k,o,None
2,と,465,t,o,None
2,の,697,n,o,None
2,ゆ,465,y,u,None
2,め,465,m,e,None
2,が,465,g,a,None
2,こ,465,k,o,None
2,と,465,t,o,None
2,し,465,sh,i,None
2,ん,465,None,None,N
2,じ,465,j,i,None
2,て,465,t,e,None
2,い,465,None,i,None
2,ろ,697,r,o,None
2,ふぁ,697,f,a,None
2,ら,697,r,a,None
2,こ,697,k,o,None
2,きゅ,465,ky,u,None
2,め,697,m,e,None
2,い,465,None,i,None
2,の,465,n,o,None
2,う,465,None,u,None
2,ぐ,465,g,u,None
2,あ,697,None,a,None
2,い,697,None,i,None
2,ろ,697,r,o,None
2,と,697,t,o,None
2,く,465,k,u,None
2,れ,697,r,e,None
2,ら,465,r,a,None
2,ま,465,m,a,None
2,と,465,t,o,None
2,け,465,k,e,None
2,あ,465,None,a,None
2,ど,465,d,o,None
2,こ,465,k,o,None
2,て,465,t,e,None
2,お,465,None,o,None
2,う,465,None,u,None
2,け,465,k,e,None
2,わ,465,w,a,None
2,け,465,k,e,None
2,あ,465,None,a,None
2,え,465,None,e,None
2,る,465,r,u,None
2,か,465,k,a,None
2,な,465,n,a,None
2,せ,465,s,e,None
2,つ,465,ts,u,None
2,な,697,n,a,None
2,う,465,None,u,None
2,ま,465,m,a,None
2,れ,697,r,e,None
2,わ,465,w,a,None
2,え,465,None,e,None
2,る,465,r,u,None
2,あ,465,None,a,None
2,わ,465,w,a,None
2,の,697,n,o,None
2,ひ,465,h,i,None
2,び,465,b,i,None
2,に,697,n,i,None
2,よ,465,y,o,None
2,い,465,None,i,None
2,く,465,k,u,None
2,じ,465,j,i,None
2,け,465,k,e,None
2,そ,465,s,o,None
2,ひ,465,h,i,None
2,す,465,s,u,None
2,こ,465,k,o,None
2,し,697,sh,i,None
2,つ,465,ts,u,None
2,れ,465,r,e,None
2,て,465,t,e,None
2,ゆ,465,y,u,None
2,く,465,k,u,None
2,そ,697,s,o,None
2,に,465,n,i,None
2,い,465,None,i,None
2,ち,465,ch,i,None
2,ば,697,b,a,None
2,し,465,sh,i,None
2,に,465,n,i,None
2,つ,465,ts,u,None
2,よ,465,y,o,None
2,く,465,k,u,None
2,ね,465,n,e,None
2,ふぉ,465,f,o,None
3,い,612,None,i,None
3,つ,612,ts,u,None
3,よ,612,y,o,None
3,く,306,k,u,None
3,り,459,r,i,None
3,た,306,t,a,None
3,た,306,t,a,None
3,だ,306,d,a,None
3,ひ,612,h,i,None
3,と,612,t,o,None
3,つ,612,ts,u,None
3,の,612,n,o,None
3,が,306,g,a,None
3,む,612,m,u,None
3,ね,612,n,e,None
3,に,459,n,i,None
3,さ,459,s,a,None
3,く,306,k,u,None
3,の,306,n,o,None
3,で,306,d,e,None
3,き,306,k,i,None
3,な,306,n,a,None
3,か,306,k,a,None
3,っ,306,None,None,cl
3,た,306,t,a,None
3,ち,306,ch,i,None
3,か,306,k,a,None
3,い,306,None,i,None
3,わ,306,w,a,None
3,う,306,None,u,None
3,ま,306,m,a,None
3,も,306,m,o,None
3,お,306,None,o,None
3,に,306,n,i,None
3,げ,306,g,e,None
3,だ,306,d,a,None
3,さ,306,s,a,None
3,な,306,n,a,None
3,い,306,None,i,None
3,た,306,t,a,None
3,だ,306,d,a,None
3,ひ,306,h,i,None
3,た,306,t,a,None
3,す,306,s,u,None
3,ら,765,r,a,None
3,ま,306,m,a,None
3,え,306,None,e,None
3,お,306,None,o,None
3,む,306,m,u,None
3,く,306,k,u,None
3,た,306,t,a,None
3,あ,306,None,a,None
3,な,306,n,a,None
3,し,459,sh,i,None
3,ら,306,r,a,None
3,ぬ,306,n,u,None
3,も,306,m,o,None
3,の,306,n,o,None
3,に,612,n,i,None
3,は,306,w,a,None
3,る,306,r,u,None
3,わ,612,w,a,None
3,な,306,n,a,None
3,ん,306,None,None,N
3,ど,306,d,o,None
3,で,306,d,e,None
3,こ,306,k,o,None
3,の,306,n,o,None
3,さ,612,s,a,None
3,き,612,k,i,None
3,に,612,n,i,None
3,な,612,n,a,None
3,み,612,m,i,None
3,え,612,None,e,None
3,な,306,n,a,None
3,て,459,t,e,None
3,い,306,None,i,None
3,い,306,None,i,None
3,ち,306,ch,i,None
3,ず,612,z,u,None
3,な,612,n,a,None
3,ま,612,m,a,None
3,な,612,n,a,None
3,ざ,765,z,a,None
3,し,306,sh,i,None
3,ほ,612,h,o,None
3,の,612,n,o,None
3,お,459,None,o,None
3,お,459,None,o,None
3,と,306,t,o,None
3,す,306,s,u,None
4,あ,548,None,a,None
4,い,548,None,i,None
4,ど,365,d,o,None
4,ろ,548,r,o,None
4,い,548,None,i,None
4,ど,365,d,o,None
4,や,365,y,a,None
4,け,365,k,e,None
4,に,365,n,i,None
4,ま,365,m,a,None
4,ぞ,731,z,o,None
4,ほ,365,h,o,None
4,て,274,t,e,None
4,い,274,None,i,None
4,し,365,sh,i,None
4,き,365,k,i,None
4,そ,274,s,o,None
4,う,274,None,u,None
4,ぱ,548,p,a,None
4,ぎ,731,g,i,None
4,へ,365,None,e,None
4,こ,365,k,o,None
4,そ,365,s,o,None
4,ぴ,365,p,i,None
4,だ,365,d,a,None
4,め,365,m,e,None
4,き,365,k,i,None
4,あ,548,None,a,None
4,な,548,n,a,None
4,た,365,t,a,None
4,の,548,n,o,None
4,た,548,t,a,None
4,め,365,m,e,None
4,い,365,None,i,None
4,ど,365,d,o,None
4,ろ,274,r,o,None
4,い,274,None,i,None
4,て,365,t,e,None
4,げ,365,g,e,None
4,て,365,t,e,None
4,て,365,t,e,None
4,げ,365,g,e,None
4,だ,365,d,a,None
4,あ,365,None,a,None
4,れ,731,r,e,None
4,さ,365,s,a,None
4,あ,365,None,a,None
4,ね,548,n,e,None
4,ふ,548,f,u,None
4,ら,365,r,a,None
4,れ,365,r,e,None
4,た,365,t,a,None
4,ら,731,r,a,None
4,ど,365,d,o,None
4,き,365,k,i,None
4,ど,548,d,o,None
4,き,548,k,i,None
4,な,365,n,a,None
4,あ,365,None,a,None
4,に,731,n,i,None
4,だ,365,d,a,None
4,あ,365,None,a,None
4,り,274,r,i,None
4,ん,274,None,None,N
4,む,365,m,u,None
4,む,365,m,u,None
4,ま,365,m,a,None
4,ま,365,m,a,None
4,に,365,n,i,None
4,お,365,None,o,None
4,き,365,k,i,None
4,ど,548,d,o,None
4,き,548,k,i,None
4,ざ,365,z,a,None
4,え,365,None,e,None
4,く,365,k,u,None
4,せ,365,s,e,None
4,に,365,n,i,None
4,そ,365,s,o,None
4,ち,365,ch,i,None
4,ゆ,548,y,u,None
4,う,365,None,u,None
4,じゅ,365,j,u,None
4,う,365,None,u,None
4,も,365,m,o,None
4,い,365,None,i,None
4,じゃ,548,j,a,None
4,ん,548,None,None,N
4,あ,548,None,a,None
4,い,548,None,i,None
4,ど,365,d,o,None
4,ろ,548,r,o,None
4,い,548,None,i,None
4,ど,365,d,o,None
4,な,365,n,a,None
4,ん,365,None,None,N
4,か,365,k,a,None
4,ら,365,r,a,None
4,ぞ,731,z,o,None
4,ふ,365,f,u,None
4,り,548,r,i,None
4,き,365,k,i,None
4,り,365,r,i,None
4,も,548,m,o,None
4,こ,365,k,o,None
4,れ,548,r,e,None
4,り,731,r,i,None
4,あ,548,None,a,None
4,い,548,None,i,None
4,も,365,m,o,None
4,こ,548,k,o,None
4,い,548,None,i,None
4,も,365,m,o,None
4,そ,365,s,o,None
4,の,365,n,o,None
4,さ,365,s,a,None
4,き,365,k,i,None
4,も,365,m,o,None
4,と,731,t,o,None
4,お,365,None,o,None
4,え,548,None,e,None
4,て,365,t,e,None
4,よ,365,y,o,None
4,ね,548,n,e,None
4,い,365,None,i,None
4,い,548,None,i,None
4,しょ,731,sh,o,None
4,な,365,n,a,None
4,や,365,y,a,None
4,そ,365,s,o,None
4,お,365,None,o,None
4,あ,548,None,a,None
4,な,548,n,a,None
4,た,365,t,a,None
4,が,548,g,a,None
4,つ,548,ts,u,None
4,く,365,k,u,None
4,い,365,None,i,None
4,ど,365,d,o,None
4,ろ,274,r,o,None
4,い,274,None,i,None
5,が,500,g,a,None
5,い,500,None,i,None
5,ま,750,m,a,None
5,お,375,None,o,None
5,て,500,t,e,None
5,が,500,g,a,None
5,い,500,None,i,None
5,ま,750,m,a,None
5,お,375,None,o,None
5,え,250,None,e,None
5,る,500,r,u,None
5,ま,500,m,a,None
5,よ,375,y,o,None
5,い,750,None,i,None
5,ら,375,r,a,None
5,も,250,m,o,None
5,に,375,n,i,None
5,い,250,None,i,None
5,き,250,k,i,None
5,て,250,t,e,None
5,い,250,None,i,None
5,こ,375,k,o,None
5,う,250,None,u,None
5,よ,750,y,o,None
5,い,250,None,i,None
5,と,250,t,o,None
5,わ,250,w,a,None
5,れ,625,r,e,None
5,り,250,r,i,None
5,い,250,None,i,None
5,も,500,m,o,None
5,り,250,r,i,None
5,さ,250,s,a,None
5,か,375,k,a,None
5,ん,250,None,None,N
5,じ,250,j,i,None
5,て,250,t,e,None
5,し,500,sh,i,None
5,ま,500,m,a,None
5,う,750,None,u,None
5,ら,250,r,a,None
5,て,500,t,e,None
5,た,250,t,a,None
5,だ,250,d,a,None
5,い,250,None,i,None
5,の,250,n,o,None
5,か,250,k,a,None
5,ぜ,250,z,e,None
5,に,250,n,i,None
5,ふ,250,f,u,None
5,か,375,k,a,None
5,れ,250,r,e,None
5,て,375,t,e,None
5,い,250,None,i,None
5,る,750,r,u,None
5,あ,250,None,a,None
5,き,250,k,i,None
5,ら,250,r,a,None
5,め,750,m,e,None
5,き,250,k,i,None
5,れ,250,r,e,None
5,る,250,r,u,None
5,も,250,m,o,None
5,の,250,n,o,None
5,な,250,n,a,None
5,ら,250,r,a,None
5,ば,500,b,a,None
5,さ,250,s,a,None
5,い,250,None,i,None
5,しょ,500,sh,o,None
5,か,250,k,a,None
5,ら,250,r,a,None
5,きょ,250,ky,o,None
5,お,500,None,o,None
5,み,250,m,i,None
5,も,500,m,o,None
5,た,250,t,a,None
5,な,375,n,a,None
5,い,375,None,i,None
5,わ,250,w,a,None
5,す,500,s,u,None
5,れ,250,r,e,None
5,ら,500,r,a,None
5,れ,250,r,e,None
5,る,250,r,u,None
5,も,500,m,o,None
5,の,250,n,o,None
5,な,250,n,a,None
5,ら,500,r,a,None
5,よ,250,y,o,None
5,う,500,None,u,None
5,さ,250,s,a,None
5,も,250,m,o,None
5,か,250,k,a,None
5,ん,250,None,None,N
5,じ,500,j,i,None
5,な,500,n,a,None
5,い,250,None,i,None
5,か,250,k,a,None
5,ら,500,r,a,None
5,ふ,250,f,u,None
5,あ,250,None,a,None
5,ん,250,None,None,N
5,な,750,n,a,None
5,こ,250,k,o,None
5,こ,250,k,o,None
5,ろ,250,r,o,None
5,と,500,t,o,None
5,ゆ,250,y,u,None
5,う,250,None,u,None
5,き,500,k,i,None
5,が,250,g,a,None
5,せ,250,s,e,None
5,な,500,n,a,None
5,か,250,k,a,None
5,あ,250,None,a,None
5,わ,250,w,a,None
5,せ,250,s,e,None
5,に,250,n,i,None
5,な,250,n,a,None
5,っ,500,None,None,cl
5,て,250,t,e,None
5,る,625,r,u,None
5,だ,250,d,a,None
5,け,500,k,e,None
5,ど,250,d,o,None
5,い,500,None,i,None
5,ま,250,m,a,None
5,な,250,n,a,None
5,ら,500,r,a,None
5,ゆ,250,y,u,None
5,め,250,m,e,None
5,お,500,None,o,None
5,こ,250,k,o,None
5,の,250,n,o,None
5,て,500,t,e,None
5,で,250,d,e,None
5,か,250,k,a,None
5,な,250,n,a,None
5,え,250,None,e,None
5,て,250,t,e,None
5,み,250,m,i,None
5,せ,500,s,e,None
5,る,250,r,u,None
5,つ,500,ts,u,None
5,い,500,None,i,None
5,て,750,t,e,None
5,れ,375,r,e,None
5,も,500,m,o,None
5,だ,500,d,a,None
5,し,500,sh,i,None
5,て,750,t,e,None
5,ら,375,r,a,None
5,る,250,r,u,None
5,も,500,m,o,None
5,け,500,k,e,None
5,れ,375,r,e,None
5,ど,750,d,o,None
5,ら,375,r,a,None
5,れ,250,r,e,None
5,お,375,None,o,None
5,こ,250,k,o,None
5,え,250,None,e,None
5,て,250,t,e,None
5,い,250,None,i,None
5,だ,250,d,a,None
5,れ,250,r,e,None
5,お,250,None,o,None
5,め,250,m,e,None
5,ざ,250,z,a,None
5,て,375,t,e,None
6,つ,277,ts,u,None
6,え,277,None,e,None
6,の,277,n,o,None
6,お,277,None,o,None
6,に,416,n,i,None
6,か,277,k,a,None
6,し,277,sh,i,None
6,て,277,t,e,None
6,る,277,r,u,None
6,の,277,n,o,None
6,わ,277,w,a,None
6,きゅ,277,ky,u,None
6,と,277,t,o,None
6,ひ,277,h,i,None
6,る,277,r,u,None
6,は,277,w,a,None
6,あ,277,None,a,None
6,と,277,t,o,None
6,の,277,n,o,None
6,ん,555,None,None,N
6,ね,277,n,e,None
6,が,277,g,a,None
6,い,277,None,i,None
6,の,277,n,o,None
6,ちゃ,555,ch,a,None
6,あ,555,None,a,None
6,む,694,m,u,None
6,ひ,277,h,i,None
6,み,277,m,i,None
6,つ,277,ts,u,None
6,な,277,n,a,None
6,の,416,n,o,None
6,そ,277,s,o,None
6,と,277,t,o,None
6,ね,277,n,e,None
6,ひ,277,h,i,None
6,し,277,sh,i,None
6,っ,277,None,None,cl
6,て,416,t,e,None
6,る,277,r,u,None
6,ん,277,None,None,N
6,だ,277,d,a,None
6,きゅ,277,ky,u,None
6,と,277,t,o,None
6,な,277,n,a,None
6,だ,277,d,a,None
6,め,277,m,e,None
6,だ,277,d,a,None
6,め,277,m,e,None
6,み,555,m,i,None
6,い,416,None,i,None
6,が,277,g,a,None
6,れ,277,r,e,None
6,の,277,n,o,None
6,せ,555,s,e,None
6,か,277,k,a,None
6,い,277,None,i,None
6,え,694,None,e,None
6,く,277,k,u,None
6,だ,277,d,a,None
6,み,277,m,i,None
6,だ,555,d,a,None
6,ろ,277,r,o,None
6,り,555,r,i,None
6,こ,277,k,o,None
6,ぼ,277,b,o,None
6,れ,277,r,e,None
6,ちゃ,277,ch,a,None
6,う,555,None,u,None
6,と,277,t,o,None
6,し,416,sh,i,None
6,に,416,n,i,None
6,じ,277,j,i,None
6,な,277,n,a,None
6,れ,694,r,e,None
6,け,277,k,e,None
6,ど,416,d,o,None
6,さ,277,s,a,None
6,つ,277,ts,u,None
6,よ,277,y,o,None
6,く,277,k,u,None
6,る,694,r,u,None
6,て,277,t,e,None
6,む,277,m,u,None
6,ず,694,z,u,None
6,か,555,k,a,None
6,し,416,sh,i,None
6,け,277,k,e,None
6,ど,416,d,o,None
6,さ,555,s,a,None
6,い,416,None,i,None
6,く,555,k,u,None
6,し,555,sh,i,None
6,か,555,k,a,None
6,れ,277,r,e,None
6,い,277,None,i,None
6,ん,277,None,None,N
6,ぼ,555,b,o,None
6,は,277,w,a,None
6,じ,277,j,i,None
6,ま,277,m,a,None
6,と,277,t,o,None
6,め,277,m,e,None
6,み,277,m,i,None
6,い,277,None,i,None
6,か,277,k,a,None
6,が,555,g,a,None
6,や,416,y,a,None
6,き,555,k,i,None
6,ほ,277,h,o,None
6,し,277,sh,i,None
6,の,277,n,o,None
6,り,555,r,i,None
6,な,555,n,a,None
6,な,555,n,a,None
6,い,416,None,i,None
6,ろ,555,r,o,None
6,ま,277,m,a,None
6,ほ,277,h,o,None
6,お,277,None,o,None
6,お,277,None,o,None
6,か,555,k,a,None
6,け,555,k,e,None
6,よ,416,y,o,None
6,れ,277,r,e,None
6,い,277,None,i,None
6,ん,277,None,None,N
6,ぼ,555,b,o,None
6,じ,277,j,i,None
6,ず,277,z,u,None
6,と,416,t,o,None
6,ず,277,z,u,None
6,も,277,m,o,None
6,と,416,t,o,None
6,も,277,m,o,None
6,そ,416,s,o,None
6,あ,416,None,a,None
6,し,277,sh,i,None
6,た,277,t,a,None
6,え,555,None,e,None
6,こ,277,k,o,None
6,と,416,t,o,None
6,ば,277,b,a,None
6,い,416,None,i,None
6,た,277,t,a,None
6,い,277,None,i,None
6,お,277,None,o,None
6,と,277,t,o,None
6,ど,694,d,o,None
6,か,555,k,a,None
6,な,555,n,a,None
6,だ,277,d,a,None
6,か,277,k,a,None
6,ら,416,r,a,None
6,く,555,k,u,None
6,や,555,y,a,None
6,る,555,r,u,None
6,し,555,sh,i,None
6,か,555,k,a,None
6,な,277,n,a,None
6,い,277,None,i,None
6,ず,277,z,u,None
6,と,416,t,o,None
6,ず,277,z,u,None
6,も,277,m,o,None
6,と,416,t,o,None
6,も,277,m,o,None
6,つ,277,ts,u,None
6,く,416,k,u,None
6,ら,277,r,a,None
6,い,277,None,i,None
6,お,277,None,o,None
6,き,277,k,i,None
6,く,555,k,u,None
6,て,555,t,e,None
6,ひ,277,h,i,None
6,ろ,277,r,o,None
6,い,277,None,i,None
6,と,277,t,o,None
6,ど,277,d,o,None
6,の,416,n,o,None
6,わ,277,w,a,None
6,お,555,None,o,None
6,え,555,None,e,None
6,よ,555,y,o,None
6,ぷ,277,p,u,None
6,り,277,r,i,None
6,てぃ,277,t,i,None
6,り,555,r,i,None
6,ひ,555,h,i,None
6,び,555,b,i,None
6,い,416,None,i,None
6,て,555,t,e,None
6,い,277,None,i,None
6,り,277,r,i,None
6,う,277,None,u,None
6,む,277,m,u,None
6,の,555,n,o,None
6,な,555,n,a,None
6,れ,277,r,e,None
6,い,277,None,i,None
6,ん,277,None,None,N
6,ぼ,555,b,o,None
6,す,277,s,u,None
6,ぷ,277,p,u,None
6,き,277,k,i,None
6,も,416,m,o,None
6,き,277,k,i,None
6,き,277,k,i,None
6,も,416,m,o,None
6,う,277,None,u,None
6,お,416,None,o,None
6,あ,416,None,a,None
6,し,416,sh,i,None
6,た,277,t,a,None
6,え,555,None,e,None
7,の,337,n,o,None
7,に,337,n,i,None
7,こ,252,k,o,None
7,ん,252,None,None,N
7,よ,337,y,o,None
7,に,337,n,i,None
7,こ,505,k,o,None
7,お,421,None,o,None
7,こ,337,k,o,None
7,が,337,g,a,None
7,て,337,t,e,None
7,じ,421,j,i,None
7,は,337,w,a,None
7,よ,337,y,o,None
7,む,337,m,u,None
7,よ,421,y,o,None
7,い,337,None,i,None
7,て,337,t,e,None
7,ちゅ,337,ch,u,None
7,る,337,r,u,None
7,の,505,n,o,None
7,ど,337,d,o,None
7,ん,505,None,None,N
7,り,505,r,i,None
7,ま,337,m,a,None
7,じ,337,j,i,None
7,か,337,k,a,None
7,る,421,r,u,None
7,ら,505,r,a,None
7,よ,337,y,o,None
7,な,252,n,a,None
7,い,252,None,i,None
7,い,505,None,i,None
7,ま,337,m,a,None
7,じ,337,j,i,None
7,か,337,k,a,None
7,る,421,r,u,None
7,お,421,None,o,None
7,こ,337,k,o,None
7,が,337,g,a,None
7,て,337,t,e,None
7,じ,421,j,i,None
7,は,337,w,a,None
7,よ,337,y,o,None
7,む,337,m,u,None
7,ら,421,r,a,None
7,ど,337,d,o,None
7,き,337,k,i,None
7,ちゅ,337,ch,u,None
7,る,337,r,u,None
8,お,300,None,o,None
8,ちぇ,300,ch,e,None
8,せ,300,s,e,None
8,は,300,w,a,None
8,い,300,None,i,None
8,じゃ,500,j,a,None
8,い,400,None,i,None
8,う,400,None,u,None
8,は,300,w,a,None
8,ず,600,z,u,None
8,せ,400,s,e,None
8,ら,600,r,a,None
8,く,600,k,u,None
8,か,400,k,a,None
8,ら,400,r,a,None
8,で,600,d,e,None
8,す,400,s,u,None
8,け,400,k,e,None
8,ろ,500,r,o,None
8,ん,500,None,None,N
8,お,400,None,o,None
8,な,400,n,a,None
8,る,400,r,u,None
8,お,400,None,o,None
8,る,400,r,u,None
8,よ,600,y,o,None
8,ふ,600,f,u,None
8,が,400,g,a,None
8,い,400,None,i,None
8,の,400,n,o,None
8,で,600,d,e,None
8,す,400,s,u,None
8,きゃ,400,ky,a,None
9,だ,365,d,a,None
9,お,365,None,o,None
9,ぎ,548,g,i,None
9,の,365,n,o,None
9,く,365,k,u,None
9,わ,365,w,a,None
9,ふ,365,f,u,None
9,し,365,sh,i,None
9,で,731,d,e,None
9,う,365,None,u,None
9,れ,365,r,e,None
9,し,365,sh,i,None
9,く,365,k,u,None
9,せ,365,s,e,None
9,つ,365,ts,u,None
9,の,365,n,o,None
9,あ,365,None,a,None
9,る,548,r,u,None
9,じゅ,365,j,u,None
9,も,365,m,o,None
9,わ,548,w,a,None
9,は,365,w,a,None
9,あ,365,None,a,None
9,に,548,n,i,None
9,ひ,365,h,i,None
9,と,365,t,o,None
9,り,365,r,i,None
9,じゃ,365,j,a,None
9,い,365,None,i,None
9,の,365,n,o,None
9,か,365,k,a,None
9,さ,731,s,a,None
9,ま,731,m,a,None
9,ど,365,d,o,None
9,わ,731,w,a,None
9,す,365,s,u,None
9,う,365,None,u,None
9,お,365,None,o,None
9,と,365,t,o,None
9,っ,365,None,None,cl
9,て,365,t,e,None
9,ひ,365,h,i,None
9,つ,365,ts,u,None
9,の,365,n,o,None
9,ひ,365,h,i,None
9,な,365,n,a,None
9,ろ,365,r,o,None
9,た,365,t,a,None
9,じ,365,j,i,None
9,あ,365,None,a,None
9,わ,274,w,a,None
9,ん,274,None,None,N
9,つ,365,ts,u,None
9,ぎ,365,g,i,None
9,の,365,n,o,None
9,す,365,s,u,None
9,て,548,t,e,None
9,え,365,None,e,None
9,ま,731,m,a,None
9,た,731,t,a,None
9,そ,365,s,o,None
9,の,365,n,o,None
9,さ,365,s,a,None
9,き,365,k,i,None
9,ま,365,m,a,None
9,っ,365,None,None,cl
9,て,365,t,e,None
9,る,365,r,u,None
9,た,365,t,a,None
9,じ,365,j,i,None
9,あ,365,None,a,None
9,わ,274,w,a,None
9,ん,274,None,None,N
9,き,365,k,i,None
9,み,365,m,i,None
9,の,365,n,o,None
9,ぴ,365,p,i,None
9,い,548,None,i,None
9,と,365,t,o,None
9,あ,731,None,a,None
9,わ,731,w,a,None
9,せ,365,s,e,None
9,た,365,t,a,None
9,ら,365,r,a,None
9,こ,365,k,o,None
9,ん,365,None,None,N
9,り,365,r,i,None
9,と,731,t,o,None
9,ね,365,n,e,None
9,え,365,None,e,None
9,な,365,n,a,None
9,ら,365,r,a,None
9,も,365,m,o,None
9,す,365,s,u,None
9,き,365,k,i,None
9,み,365,m,i,None
9,つ,365,ts,u,None
9,る,365,r,u,None
9,よ,365,y,o,None
9,だ,365,d,a,None
9,れ,365,r,e,None
9,も,365,m,o,None
9,ら,365,r,a,None
9,さ,548,s,a,None
9,い,548,None,i,None
9,わ,365,w,a,None
9,ん,365,None,None,N
9,だ,731,d,a,None
10,は,416,w,a,None
10,て,555,t,e,None
10,な,555,n,a,None
10,や,347,y,a,None
10,な,555,n,a,None
10,み,555,m,i,None
10,だ,555,d,a,None
10,わ,555,w,a,None
10,も,555,m,o,None
10,お,555,None,o,None
10,ゆ,555,y,u,None
10,ら,555,r,a,None
10,ゆ,555,y,u,None
10,ゆ,347,y,u,None
10,お,347,None,o,None
10,ま,347,m,a,None
10,で,694,d,e,None
10,か,555,k,a,None
10,げ,555,g,e,None
10,ろ,555,r,o,None
10,お,555,None,o,None
10,つ,555,ts,u,None
10,き,555,k,i,None
10,よ,555,y,o,None
10,に,694,n,i,None
10,し,347,sh,i,None
10,の,347,n,o,None
10,か,555,k,a,None
10,な,555,n,a,None
10,し,555,sh,i,None
10,く,555,k,u,None
10,こ,555,k,o,None
10,だ,347,d,a,None
10,は,555,w,a,None
10,か,347,k,a,None
10,い,555,None,i,None
10,ゆ,555,y,u,None
10,め,347,m,e,None
10,ら,555,r,a,None
10,た,555,t,a,None
10,だ,347,d,a,None
10,る,347,r,u,None
10,け,555,k,e,None
10,さ,555,s,a,None
10,よ,555,y,o,None
10,さ,555,s,a,None
10,ず,555,z,u,None
10,と,555,t,o,None
10,ざ,347,z,a,None
10,る,555,r,u,None
10,き,555,k,i,None
10,み,347,m,i,None
10,て,555,t,e,None
10,あ,555,None,a,None
10,の,347,n,o,None
10,く,347,k,u,None
10,り,555,r,i,None
10,せ,555,s,e,None
10,め,555,m,e,None
10,お,555,None,o,None
10,こ,347,k,o,None
10,く,347,k,u,None
10,て,555,t,e,None
10,ま,347,m,a,None
10,き,555,k,i,None
10,か,555,k,a,None
10,た,555,t,a,None
10,ら,555,r,a,None
10,ぶ,555,b,u,None
10,ふ,555,f,u,None
10,た,555,t,a,None
10,じゃ,347,j,a,None
10,い,555,None,i,None
10,ほ,347,h,o,None
10,り,555,r,i,None
10,た,555,t,a,None
10,か,555,k,a,None
10,く,555,k,u,None
10,う,347,None,u,None
10,し,555,sh,i,None
10,い,555,None,i,None
10,き,347,k,i,None
10,の,555,n,o,None
10,が,347,g,a,None
10,お,555,None,o,None
10,あ,347,None,a,None
10,ひ,555,h,i,None
10,き,555,k,i,None
10,つ,555,ts,u,None
10,け,555,k,e,None
11,え,408,None,e,None
11,ば,408,b,a,None
11,ん,408,None,None,N
11,しょ,408,sh,o,None
11,く,408,k,u,None
11,わ,408,w,a,None
11,あ,408,None,a,None
11,た,408,t,a,None
11,い,612,None,i,None
11,な,408,n,a,None
