0,1,2,3,4,5
27,で,1381,d,e,None
27,て,1381,t,e,None
27,て,1381,t,e,None
27,け,2328,k,e,None
28,い,1034,None,i,None
29,ね,1013,n,e,None
29,れ,810,r,e,None
29,る,1013,r,u,None
29,よ,1013,y,o,None
29,り,810,r,i,None
29,な,810,n,a,None
29,わ,1418,w,a,None
30,い,1038,None,i,None
30,い,1038,None,i,None
30,て,807,t,e,None
30,く,1269,k,u,None
31,た,1257,t,a,None
31,よ,1077,y,o,None
31,す,898,s,u,None
31,と,898,t,o,None
31,ろ,1796,r,o,None
32,え,1028,None,e,None
32,ら,1542,r,a,None
33,む,985,m,u,None
33,た,1328,t,a,None
33,で,1028,d,e,None
33,あ,1328,None,a,None
33,い,1500,None,i,None
33,と,1157,t,o,None
33,た,2185,t,a,None
33,る,985,r,u,None
33,て,1328,t,e,None
33,る,1328,r,u,None
33,ら,985,r,a,None
33,で,1842,d,e,None
33,る,2185,r,u,None
33,あ,3728,None,a,None
34,て,875,t,e,None
34,お,875,None,o,None
34,け,875,k,e,None
34,わ,875,w,a,None
34,ど,1094,d,o,None
34,お,1094,None,o,None
34,る,1313,r,u,None
34,お,875,None,o,None
34,の,875,n,o,None
35,お,1014,None,o,None
35,て,1367,t,e,None
35,け,882,k,e,None
35,で,1544,d,e,None
35,て,838,t,e,None
35,お,1367,None,o,None
36,だ,1534,d,a,None
36,に,1193,n,i,None
36,わ,852,w,a,None
36,だ,1363,d,a,None
36,お,852,None,o,None
36,た,2727,t,a,None
36,の,1022,n,o,None
36,の,1022,n,o,None
36,だ,1022,d,a,None
36,で,1022,d,e,None
36,る,1022,r,u,None
36,ら,2556,r,a,None
37,お,1821,None,o,None
37,て,964,t,e,None
37,で,964,d,e,None
37,だ,857,d,a,None
37,お,1821,None,o,None
38,た,1265,t,a,None
38,る,1174,r,u,None
38,た,1084,t,a,None
38,た,1265,t,a,None
39,れ,1282,r,e,None
39,い,1184,None,i,None
39,わ,1184,w,a,None
39,し,1184,sh,i,None
39,け,1184,k,e,None
39,お,1184,None,o,None
39,い,1578,None,i,None
39,が,1381,g,a,None
39,す,1776,s,u,None
40,ね,961,n,e,None
40,も,1346,m,o,None
40,る,961,r,u,None
40,だ,1730,d,a,None
40,て,961,t,e,None
40,あ,2115,None,a,None
41,る,1280,r,u,None
41,も,1463,m,o,None
41,お,914,None,o,None
41,い,1463,None,i,None
42,る,910,r,u,None
43,て,800,t,e,None
43,ぱ,800,p,a,None
43,け,1400,k,e,None
44,な,953,n,a,None
44,う,953,None,u,None
44,な,867,n,a,None
44,に,1127,n,i,None
44,た,1127,t,a,None
44,た,953,t,a,None
44,あ,1300,None,a,None
44,た,2514,t,a,None
44,た,2514,t,a,None
44,お,1127,None,o,None
44,う,867,None,u,None
44,も,1300,m,o,None
45,の,947,n,o,None
46,た,1005,t,a,None
46,お,850,None,o,None
46,よ,1623,y,o,None
46,り,850,r,i,None
46,お,1159,None,o,None
46,と,850,t,o,None
46,な,850,n,a,None
46,に,927,n,i,None
46,た,1623,t,a,None
46,ら,1005,r,a,None
46,と,927,t,o,None
46,う,850,None,u,None
46,う,2087,None,u,None
47,の,1038,n,o,None
47,お,1153,None,o,None
47,て,923,t,e,None
47,え,1846,None,e,None
47,る,1615,r,u,None
47,も,1615,m,o,None
47,え,923,None,e,None
47,て,1153,t,e,None
47,ら,923,r,a,None
47,あ,1846,None,a,None
48,ら,1635,r,a,None
48,む,1635,m,u,None
48,う,1184,None,u,None
48,と,1184,t,o,None
49,こ,868,k,o,None
49,ら,1026,r,a,None
49,お,1184,None,o,None
49,る,1342,r,u,None
49,さ,1026,s,a,None
49,さ,868,s,a,None
49,と,868,t,o,None
49,い,1342,None,i,None
49,ら,868,r,a,None
49,お,868,None,o,None
49,お,1184,None,o,None
50,ば,1672,b,a,None
50,ば,1672,b,a,None
