0,1,2,3,4,5
2,じ,232,j,i,None
2,ゆ,232,y,u,None
2,や,232,y,a,None
2,ぞ,232,z,o,None
2,ら,232,r,a,None
2,い,232,None,i,None
2,て,232,t,e,None
2,き,232,k,i,None
2,よ,232,y,o,None
2,ま,232,m,a,None
2,な,232,n,a,None
2,に,232,n,i,None
2,ず,232,z,u,None
2,く,232,k,u,None
2,ら,232,r,a,None
2,さ,232,s,a,None
2,ん,232,None,None,N
2,ぼ,232,b,o,None
2,が,232,g,a,None
2,え,232,None,e,None
2,ば,232,b,a,None
2,ど,232,d,o,None
3,よ,153,y,o,None
3,り,153,r,i,None
3,な,153,n,a,None
3,な,153,n,a,None
3,に,153,n,i,None
3,ひ,153,h,i,None
3,む,153,m,u,None
3,ね,153,n,e,None
3,れ,153,r,e,None
3,け,153,k,e,None
3,し,153,sh,i,None
3,き,153,k,i,None
3,ず,153,z,u,None
3,つ,153,ts,u,None
3,き,153,k,i,None
3,お,153,None,o,None
3,ま,153,m,a,None
3,た,153,t,a,None
3,た,153,t,a,None
3,ち,153,ch,i,None
3,が,153,g,a,None
3,あ,153,None,a,None
3,き,153,k,i,None
3,ら,153,r,a,None
3,め,153,m,e,None
3,ど,153,d,o,None
3,が,153,g,a,None
3,あ,153,None,a,None
3,く,153,k,u,None
4,じ,182,j,i,None
4,っ,182,None,None,cl
4,ぽ,182,p,o,None
4,い,182,None,i,None
4,し,182,sh,i,None
4,め,182,m,e,None
4,き,182,k,i,None
4,り,182,r,i,None
4,は,182,w,a,None
4,り,182,r,i,None
4,き,182,k,i,None
4,り,182,r,i,None
4,お,182,None,o,None
4,や,182,y,a,None
4,っ,182,None,None,cl
4,ふ,91,f,u,None
4,し,91,sh,i,None
4,ん,182,None,None,N
4,で,182,d,e,None
4,も,182,m,o,None
4,く,182,k,u,None
4,は,182,w,a,None
4,っ,182,None,None,cl
4,も,182,m,o,None
4,と,182,t,o,None
4,で,182,d,e,None
4,け,182,k,e,None
4,っ,182,None,None,cl
4,か,182,k,a,None
4,ら,182,r,a,None
4,っ,182,None,None,cl
4,わ,182,w,a,None
4,た,182,t,a,None
4,し,182,sh,i,None
4,あ,182,None,a,None
4,み,182,m,i,None
4,ぎ,182,g,i,None
4,あ,182,None,a,None
4,げ,182,g,e,None
4,ひ,182,h,i,None
4,だ,182,d,a,None
4,り,182,r,i,None
4,あ,182,None,a,None
4,み,182,m,i,None
4,ぎ,182,g,i,None
4,さ,182,s,a,None
4,げ,182,g,e,None
4,ひ,182,h,i,None
4,だ,182,d,a,None
4,り,182,r,i,None
4,さ,182,s,a,None
4,な,182,n,a,None
4,い,182,None,i,None
4,き,182,k,i,None
4,ど,182,d,o,None
4,う,182,None,u,None
4,か,182,k,a,None
4,ん,182,None,None,N
4,りょ,182,ry,o,None
4,う,182,None,u,None
4,あ,182,None,a,None
4,な,182,n,a,None
4,た,182,t,a,None
4,わ,182,w,a,None
4,し,182,sh,i,None
4,も,182,m,o,None
4,ん,182,None,None,N
4,に,182,n,i,None
4,ん,182,None,None,N
4,しょ,182,sh,o,None
4,う,182,None,u,None
4,ふ,182,f,u,None
4,れ,182,r,e,None
4,き,182,k,i,None
4,ほ,182,h,o,None
4,ん,182,None,None,N
4,せ,182,s,e,None
4,っ,182,None,None,cl
4,て,182,t,e,None
4,い,182,None,i,None
4,ご,182,g,o,None
4,よ,182,y,o,None
4,う,182,None,u,None
4,わ,182,w,a,None
4,に,91,n,i,None
4,ん,91,None,None,N
4,す,182,s,u,None
4,い,182,None,i,None
4,こ,182,k,o,None
4,う,182,None,u,None
4,の,182,n,o,None
4,ぞ,182,z,o,None
4,ぶ,182,b,u,None
4,れ,182,r,e,None
4,お,182,None,o,None
4,あ,182,None,a,None
4,せ,182,s,e,None
4,ら,182,r,a,None
4,あ,182,None,a,None
4,ふ,182,f,u,None
4,あ,182,None,a,None
4,わ,182,w,a,None
4,る,182,r,u,None
4,な,182,n,a,None
4,ら,182,r,a,None
4,は,182,w,a,None
4,い,182,None,i,None
4,そ,182,s,o,None
4,お,182,None,o,None
4,あ,182,None,a,None
4,ど,182,d,o,None
4,っ,182,None,None,cl
4,こ,182,k,o,None
4,っ,182,None,None,cl
4,ち,182,ch,i,None
4,ふ,182,f,u,None
4,だ,182,d,a,None
4,ん,182,None,None,N
4,で,182,d,e,None
4,ぶ,182,b,u,None
4,っ,182,None,None,cl
4,ぽ,182,p,o,None
4,い,182,None,i,None
4,と,182,t,o,None
4,び,182,b,i,None
4,き,182,k,i,None
4,り,182,r,i,None
4,ゆ,182,y,u,None
4,び,182,b,i,None
4,き,182,k,i,None
4,り,182,r,i,None
4,た,182,t,a,None
4,っ,91,None,None,cl
4,き,91,k,i,None
4,も,182,m,o,None
4,っ,182,None,None,cl
4,な,182,n,a,None
4,ん,182,None,None,N
4,で,182,d,e,None
4,も,182,m,o,None
4,か,182,k,a,None
4,ん,182,None,None,N
4,で,182,d,e,None
4,も,182,m,o,None
4,し,182,sh,i,None
4,ん,91,None,None,N
4,で,91,d,e,None
4,ん,182,None,None,N
4,で,182,d,e,None
4,も,182,m,o,None
4,く,182,k,u,None
4,ど,182,d,o,None
4,ん,182,None,None,N
4,ま,182,m,a,None
4,い,182,None,i,None
4,し,182,sh,i,None
4,っ,182,None,None,cl
4,ぱ,182,p,a,None
4,い,182,None,i,None
4,し,182,sh,i,None
4,て,182,t,e,None
4,も,182,m,o,None
4,け,182,k,e,None
4,っ,182,None,None,cl
4,か,182,k,a,None
4,ら,182,r,a,None
4,い,182,None,i,None
4,わ,182,w,a,None
4,た,182,t,a,None
4,し,182,sh,i,None
4,あ,182,None,a,None
5,き,125,k,i,None
5,み,125,m,i,None
5,ぼ,125,b,o,None
5,く,125,k,u,None
5,さ,125,s,a,None
5,さ,125,s,a,None
5,え,125,None,e,None
5,ぼ,125,b,o,None
5,く,125,k,u,None
5,き,125,k,i,None
5,み,125,m,i,None
5,さ,125,s,a,None
5,さ,125,s,a,None
5,だ,125,d,a,None
5,か,125,k,a,None
5,ら,125,r,a,None
5,な,125,n,a,None
5,が,125,g,a,None
5,も,125,m,o,None
5,と,125,t,o,None
5,み,125,m,i,None
5,ら,125,r,a,None
5,え,125,None,e,None
5,な,125,n,a,None
5,か,125,k,a,None
5,ま,125,m,a,None
5,た,125,t,a,None
5,む,125,m,u,None
5,そ,125,s,o,None
5,れ,125,r,e,None
5,な,125,n,a,None
5,で,125,d,e,None
5,て,125,t,e,None
5,も,125,m,o,None
5,の,125,n,o,None
5,た,125,t,a,None
5,な,125,n,a,None
5,お,125,None,o,None
5,さ,125,s,a,None
5,め,125,m,e,None
5,た,125,t,a,None
5,め,125,m,e,None
5,で,125,d,e,None
5,み,125,m,i,None
5,れ,125,r,e,None
5,か,125,k,a,None
5,わ,125,w,a,None
5,い,125,None,i,None
5,じ,125,j,i,None
5,き,125,k,i,None
5,ず,125,z,u,None
5,こ,125,k,o,None
5,わ,125,w,a,None
5,そ,125,s,o,None
5,な,125,n,a,None
5,ひ,125,h,i,None
5,な,125,n,a,None
5,み,125,m,i,None
5,こ,125,k,o,None
5,ま,125,m,a,None
5,せ,125,s,e,None
5,ひ,125,h,i,None
5,あ,125,None,a,None
5,る,125,r,u,None
5,ぼ,125,b,o,None
5,く,125,k,u,None
5,わ,125,w,a,None
5,そ,125,s,o,None
5,く,187,k,u,None
5,ん,187,None,None,N
5,よ,125,y,o,None
5,う,125,None,u,None
5,え,125,None,e,None
5,し,125,sh,i,None
6,く,138,k,u,None
6,く,138,k,u,None
6,く,138,k,u,None
6,ん,138,None,None,N
6,か,138,k,a,None
6,れ,138,r,e,None
6,も,138,m,o,None
6,う,138,None,u,None
6,ま,138,m,a,None
6,ん,138,None,None,N
6,き,138,k,i,None
6,あ,138,None,a,None
6,こ,138,k,o,None
6,ゆ,138,y,u,None
6,の,138,n,o,None
6,な,138,n,a,None
6,ほ,138,h,o,None
6,ひ,138,h,i,None
6,に,138,n,i,None
6,だ,138,d,a,None
6,だ,69,d,a,None
6,っ,69,None,None,cl
6,て,138,t,e,None
6,な,138,n,a,None
6,の,69,n,o,None
6,っ,69,None,None,cl
6,だ,138,d,a,None
6,だ,138,d,a,None
6,っ,138,None,None,cl
6,て,138,t,e,None
6,な,208,n,a,None
6,い,208,None,i,None
6,しょ,138,sh,o,None
6,ん,138,None,None,N
6,き,138,k,i,None
6,き,138,k,i,None
6,ら,138,r,a,None
6,た,208,t,a,None
6,い,208,None,i,None
6,しょ,138,sh,o,None
6,ん,138,None,None,N
6,ば,138,b,a,None
6,い,138,None,i,None
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,と,138,t,o,None
6,び,138,b,i,None
6,だ,138,d,a,None
6,で,138,d,e,None
6,も,138,m,o,None
6,い,138,None,i,None
6,ぜ,138,z,e,None
6,ん,138,None,None,N
6,りょ,138,ry,o,None
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,っ,138,None,None,cl
6,ず,138,z,u,None
6,ら,208,r,a,None
6,い,208,None,i,None
6,ら,208,r,a,None
6,い,208,None,i,None
6,お,208,None,o,None
6,お,208,None,o,None
6,ろ,138,r,o,None
6,り,138,r,i,None
6,り,138,r,i,None
6,さ,138,s,a,None
6,しょ,138,sh,o,None
6,ん,138,None,None,N
6,ば,138,b,a,None
6,い,138,None,i,None
6,み,138,m,i,None
6,み,138,m,i,None
6,み,138,m,i,None
6,み,138,m,i,None
6,た,138,t,a,None
7,ぴ,84,p,i,None
7,ん,84,None,None,N
7,く,168,k,u,None
7,ゆ,168,y,u,None
7,と,168,t,o,None
7,ぶ,168,b,u,None
7,さ,168,s,a,None
7,い,168,None,i,None
7,こ,168,k,o,None
7,ろ,168,r,o,None
7,ろ,168,r,o,None
7,さ,168,s,a,None
7,い,168,None,i,None
7,こ,168,k,o,None
7,ろ,168,r,o,None
7,と,168,t,o,None
7,み,168,m,i,None
7,て,168,t,e,None
7,る,168,r,u,None
7,の,168,n,o,None
7,つ,168,ts,u,None
7,だ,168,d,a,None
7,っ,168,None,None,cl
7,す,168,s,u,None
7,す,168,s,u,None
7,め,168,m,e,None
7,あ,168,None,a,None
7,ば,168,b,a,None
7,ん,168,None,None,N
7,わ,168,w,a,None
7,た,168,t,a,None
7,し,168,sh,i,None
7,わ,168,w,a,None
7,ほ,168,h,o,None
7,ろ,168,r,o,None
7,ん,168,None,None,N
7,う,168,None,u,None
7,ちゅ,168,ch,u,None
7,う,168,None,u,None
7,か,168,k,a,None
7,け,168,k,e,None
7,ら,168,r,a,None
7,だ,168,d,a,None
7,け,168,k,e,None
7,か,168,k,a,None
7,ん,168,None,None,N
7,ぜ,168,z,e,None
7,な,168,n,a,None
7,み,168,m,i,None
7,だ,168,d,a,None
7,が,168,g,a,None
7,ぽ,168,p,o,None
7,ろ,168,r,o,None
7,ん,168,None,None,N
7,ちょ,168,ch,o,None
7,っ,168,None,None,cl
7,ぴ,168,p,i,None
7,てぃ,168,t,i,None
7,ん,168,None,None,N
7,てぃ,168,t,i,None
7,ん,168,None,None,N
7,こ,168,k,o,None
7,の,168,n,o,None
7,ぽ,168,p,o,None
7,る,168,r,u,None
7,ぼ,168,b,o,None
7,ろ,168,r,o,None
7,ん,168,None,None,N
7,た,168,t,a,None
7,べ,168,b,e,None
7,た,168,t,a,None
7,と,168,t,o,None
7,な,168,n,a,None
7,え,168,None,e,None
7,る,168,r,u,None
7,の,168,n,o,None
7,お,168,None,o,None
7,ま,168,m,a,None
7,じ,168,j,i,None
7,こ,168,k,o,None
7,た,168,t,a,None
7,え,168,None,e,None
7,が,168,g,a,None
7,ぽ,168,p,o,None
7,ろ,168,r,o,None
7,ん,168,None,None,N
7,は,168,w,a,None
7,っ,168,None,None,cl
7,ぴ,168,p,i,None
7,てぃ,168,t,i,None
7,ん,168,None,None,N
7,てぃ,168,t,i,None
7,ん,168,None,None,N
7,さ,168,s,a,None
7,い,168,None,i,None
7,こ,168,k,o,None
7,ろ,168,r,o,None
7,ろ,168,r,o,None
7,さ,168,s,a,None
7,い,168,None,i,None
7,こ,168,k,o,None
7,ろ,168,r,o,None
7,と,168,t,o,None
7,あ,168,None,a,None
7,い,168,None,i,None
7,か,168,k,a,None
7,し,168,sh,i,None
7,ど,168,d,o,None
7,っ,168,None,None,cl
7,き,168,k,i,None
7,ひ,168,h,i,None
7,び,168,b,i,None
7,け,168,k,e,None
7,あ,168,None,a,None
7,ば,168,b,a,None
7,ん,168,None,None,N
8,ぼ,100,b,o,None
8,ん,100,None,None,N
8,ぼ,200,b,o,None
8,ん,200,None,None,N
8,え,150,None,e,None
8,ん,150,None,None,N
8,だ,200,d,a,None
8,ん,200,None,None,N
8,げ,200,g,e,None
8,っ,200,None,None,cl
8,り,200,r,i,None
8,ぱ,100,p,a,None
8,い,100,None,i,None
8,ら,100,r,a,None
8,ん,100,None,None,N
8,ら,200,r,a,None
8,ん,200,None,None,N
8,か,150,k,a,None
8,ん,150,None,None,N
8,げ,200,g,e,None
8,か,100,k,a,None
8,い,100,None,i,None
8,る,100,r,u,None
8,っ,100,None,None,cl
8,せ,150,s,e,None
8,ん,150,None,None,N
8,しょ,100,sh,o,None
8,ん,100,None,None,N
8,そ,150,s,o,None
8,ん,150,None,None,N
8,ざ,150,z,a,None
8,い,150,None,i,None
8,か,100,k,a,None
8,ん,100,None,None,N
8,て,100,t,e,None
8,ん,100,None,None,N
8,て,200,t,e,None
8,ん,200,None,None,N
8,しょ,150,sh,o,None
8,う,150,None,u,None
8,せ,200,s,e,None
8,ぶ,100,b,u,None
8,つ,100,ts,u,None
8,か,100,k,a,None
8,っ,100,None,None,cl
8,て,200,t,e,None
8,と,100,t,o,None
8,け,100,k,e,None
8,た,200,t,a,None
8,ぼ,200,b,o,None
8,ぜ,100,z,e,None
8,ん,100,None,None,N
8,お,100,None,o,None
8,お,100,None,o,None
8,い,100,None,i,None
8,に,100,n,i,None
8,う,100,None,u,None
8,た,100,t,a,None
8,っ,100,None,None,cl
8,て,100,t,e,None
8,し,100,sh,i,None
8,れ,100,r,e,None
8,ん,100,None,None,N
8,も,100,m,o,None
8,っ,100,None,None,cl
8,て,200,t,e,None
8,け,200,k,e,None
8,さ,200,s,a,None
8,い,200,None,i,None
8,ご,200,g,o,None
8,に,200,n,i,None
8,わ,200,w,a,None
8,ら,200,r,a,None
8,っ,200,None,None,cl
8,ちゃ,200,ch,a,None
8,の,200,n,o,None
8,わ,200,w,a,None
8,あ,200,None,a,None
8,た,200,t,a,None
8,し,200,sh,i,None
8,の,200,n,o,None
8,ふ,200,f,u,None
8,だ,200,d,a,None
8,つ,200,ts,u,None
8,げ,200,g,e,None
8,つ,200,ts,u,None
8,よ,200,y,o,None
8,び,200,b,i,None
8,の,200,n,o,None
8,に,200,n,i,None
8,き,200,k,i,None
8,げ,200,g,e,None
8,ん,200,None,None,N
8,わ,200,w,a,None
8,い,200,None,i,None
8,の,200,n,o,None
8,ど,200,d,o,None
8,す,200,s,u,None
8,な,200,n,a,None
8,つ,200,ts,u,None
8,く,200,k,u,None
8,い,200,None,i,None
8,わ,200,w,a,None
9,ま,182,m,a,None
9,よ,182,y,o,None
9,い,182,None,i,None
9,こ,182,k,o,None
9,ん,182,None,None,N
9,と,182,t,o,None
9,に,182,n,i,None
9,ぎ,182,g,i,None
9,な,182,n,a,None
9,い,182,None,i,None
9,け,182,k,e,None
9,ん,182,None,None,N
9,も,182,m,o,None
9,す,182,s,u,None
9,す,182,s,u,None
9,め,182,m,e,None
9,な,182,n,a,None
9,と,182,t,o,None
9,か,182,k,a,None
9,り,182,r,i,None
9,に,182,n,i,None
9,ふぁ,182,f,a,None
9,ん,182,None,None,N
9,だ,182,d,a,None
9,ら,182,r,a,None
9,ん,182,None,None,N
9,じ,182,j,i,None
9,ふぁ,182,f,a,None
9,ん,182,None,None,N
9,だ,182,d,a,None
9,ら,182,r,a,None
9,ん,182,None,None,N
9,す,182,s,u,None
9,ぷ,182,p,u,None
9,い,182,None,i,None
9,い,182,None,i,None
9,っ,182,None,None,cl
9,しょ,182,sh,o,None
9,の,182,n,o,None
9,ご,182,g,o,None
9,い,182,None,i,None
9,か,182,k,a,None
9,が,182,g,a,None
9,や,182,y,a,None
9,か,182,k,a,None
9,そ,182,s,o,None
9,れ,182,r,e,None
9,わ,182,w,a,None
9,し,182,sh,i,None
9,な,182,n,a,None
9,い,182,None,i,None
9,こ,182,k,o,None
9,う,182,None,u,None
9,ら,182,r,a,None
9,ん,182,None,None,N
10,み,208,m,i,None
10,の,138,n,o,None
10,な,208,n,a,None
10,れ,208,r,e,None
10,れ,208,r,e,None
10,る,138,r,u,None
10,も,208,m,o,None
10,る,208,r,u,None
10,ね,138,n,e,None
10,ず,208,z,u,None
10,む,138,m,u,None
10,い,208,None,i,None
10,り,208,r,i,None
10,ま,208,m,a,None
10,な,208,n,a,None
10,な,208,n,a,None
10,ち,208,ch,i,None
10,だ,208,d,a,None
10,な,138,n,a,None
10,ら,208,r,a,None
10,え,138,None,e,None
10,い,208,None,i,None
10,に,138,n,i,None
10,か,208,k,a,None
10,の,208,n,o,None
10,ぬ,208,n,u,None
10,も,208,m,o,None
10,て,138,t,e,None
10,も,208,m,o,None
10,い,138,None,i,None
10,ち,208,ch,i,None
10,こ,208,k,o,None
10,な,208,n,a,None
10,し,208,sh,i,None
10,さ,208,s,a,None
10,よ,208,y,o,None
10,い,208,None,i,None
10,な,208,n,a,None
10,こ,208,k,o,None
10,つ,208,ts,u,None
10,み,208,m,i,None
10,す,208,s,u,None
10,た,208,t,a,None
10,の,208,n,o,None
10,や,208,y,a,None
11,た,204,t,a,None
11,と,204,t,o,None
11,か,204,k,a,None
11,ら,204,r,a,None
11,だ,204,d,a,None
11,に,204,n,i,None
11,の,204,n,o,None
11,こ,204,k,o,None
11,る,204,r,u,None
11,か,204,k,a,None
11,た,204,t,a,None
11,か,204,k,a,None
11,さ,204,s,a,None
11,よ,204,y,o,None
11,な,204,n,a,None
11,み,204,m,i,None
11,せ,204,s,e,None
11,い,204,None,i,None
11,ぐ,102,g,u,None
11,っ,102,None,None,cl
11,た,204,t,a,None
11,と,204,t,o,None
11,ば,204,b,a,None
11,こ,204,k,o,None
11,こ,204,k,o,None
11,ろ,204,r,o,None
11,に,204,n,i,None
11,つ,204,ts,u,None
11,の,204,n,o,None
11,る,204,r,u,None
11,も,204,m,o,None
11,え,204,None,e,None
11,な,204,n,a,None
11,あ,204,None,a,None
11,し,204,sh,i,None
11,え,204,None,e,None
11,と,204,t,o,None
11,ぶ,204,b,u,None
11,つ,204,ts,u,None
11,ぼ,204,b,o,None
11,く,204,k,u,None
11,ら,204,r,a,None
11,わ,204,w,a,None
11,み,204,m,i,None
11,ち,204,ch,i,None
11,の,204,n,o,None
11,ちゅ,204,ch,u,None
11,う,204,None,u,None
11,で,204,d,e,None
11,な,204,n,a,None
11,く,204,k,u,None
11,し,204,sh,i,None
11,ゆ,204,y,u,None
11,け,204,k,e,None
11,ら,204,r,a,None
11,ひ,204,h,i,None
11,ろ,204,r,o,None
11,う,204,None,u,None
11,こ,204,k,o,None
11,わ,204,w,a,None
11,し,204,sh,i,None
11,な,204,n,a,None
11,い,204,None,i,None
11,ろ,204,r,o,None
11,う,204,None,u,None
11,ま,204,m,a,None
11,れ,204,r,e,None
11,か,204,k,a,None
11,わ,204,w,a,None
11,っ,204,None,None,cl
11,た,204,t,a,None
11,あ,204,None,a,None
11,た,204,t,a,None
11,し,204,sh,i,None
11,じ,204,j,i,None
11,い,204,None,i,None
11,ひ,204,h,i,None
11,ら,204,r,a,None
11,て,204,t,e,None
11,そ,204,s,o,None
11,お,204,None,o,None
11,ね,204,n,e,None
11,う,204,None,u,None
11,い,204,None,i,None
11,つ,204,ts,u,None
11,く,204,k,u,None
11,だ,204,d,a,None
11,う,204,None,u,None
11,ね,204,n,e,None
11,の,204,n,o,None
11,で,204,d,e,None
11,あ,204,None,a,None
11,ら,204,r,a,None
11,っ,204,None,None,cl
11,て,204,t,e,None
11,あ,204,None,a,None
11,ら,204,r,a,None
11,っ,204,None,None,cl
11,く,204,k,u,None
11,ら,204,r,a,None
11,た,204,t,a,None
11,こ,204,k,o,None
11,こ,204,k,o,None
11,み,204,m,i,None
11,い,204,None,i,None
11,な,204,n,a,None
11,い,204,None,i,None
11,き,204,k,i,None
11,お,204,None,o,None
11,て,204,t,e,None
11,と,204,t,o,None
11,ど,204,d,o,None
11,い,204,None,i,None
11,て,204,t,e,None
11,お,204,None,o,None
12,た,189,t,a,None
12,い,189,None,i,None
12,た,189,t,a,None
12,ず,189,z,u,None
12,ら,189,r,a,None
12,に,189,n,i,None
12,た,189,t,a,None
12,い,189,None,i,None
12,よ,189,y,o,None
12,う,189,None,u,None
12,り,189,r,i,None
12,じ,189,j,i,None
12,り,189,r,i,None
12,て,189,t,e,None
12,り,189,r,i,None
12,つ,189,ts,u,None
12,ま,189,m,a,None
12,い,189,None,i,None
12,こ,189,k,o,None
12,こ,189,k,o,None
12,ろ,189,r,o,None
12,お,189,None,o,None
12,た,189,t,a,None
12,め,189,m,e,None
12,よ,189,y,o,None
12,に,189,n,i,None
12,ま,189,m,a,None
12,す,189,s,u,None
12,か,189,k,a,None
12,い,189,None,i,None
12,た,189,t,a,None
12,ず,189,z,u,None
12,ら,189,r,a,None
12,に,189,n,i,None
12,た,189,t,a,None
12,い,189,None,i,None
12,ら,189,r,a,None
12,げ,189,g,e,None
12,ら,189,r,a,None
12,わ,189,w,a,None
12,ら,189,r,a,None
12,っ,189,None,None,cl
12,み,189,m,i,None
12,だ,189,d,a,None
12,さ,189,s,a,None
12,え,189,None,e,None
12,も,189,m,o,None
12,か,189,k,a,None
12,す,189,s,u,None
12,す,189,s,u,None
12,と,189,t,o,None
12,く,189,k,u,None
12,お,189,None,o,None
12,か,189,k,a,None
12,か,189,k,a,None
12,い,189,None,i,None
12,な,189,n,a,None
12,ぼ,189,b,o,None
12,う,189,None,u,None
12,け,189,k,e,None
12,ん,189,None,None,N
12,と,189,t,o,None
12,こ,189,k,o,None
12,ろ,189,r,o,None
12,だ,189,d,a,None
12,わ,189,w,a,None
12,く,189,k,u,None
12,だ,189,d,a,None
12,ぜ,189,z,e,None
12,か,189,k,a,None
12,ま,189,m,a,None
12,い,189,None,i,None
12,な,189,n,a,None
12,お,189,None,o,None
12,こ,189,k,o,None
12,め,189,m,e,None
12,ざ,189,z,a,None
12,す,189,s,u,None
12,さ,189,s,a,None
12,さ,189,s,a,None
12,い,189,None,i,None
12,の,189,n,o,None
12,す,189,s,u,None
12,こ,189,k,o,None
12,そ,189,s,o,None
12,た,189,t,a,None
12,か,189,k,a,None
12,ら,189,r,a,None
12,の,189,n,o,None
12,さ,189,s,a,None
12,し,189,sh,i,None
12,た,189,t,a,None
12,し,189,sh,i,None
12,い,189,None,i,None
12,せ,189,s,e,None
12,か,189,k,a,None
12,い,189,None,i,None
12,が,189,g,a,None
12,な,189,n,a,None
12,か,189,k,a,None
12,け,189,k,e,None
12,ま,189,m,a,None
12,っ,189,None,None,cl
12,て,189,t,e,None
12,こ,189,k,o,None
12,ん,189,None,None,N
12,だ,189,d,a,None
12,じ,189,j,i,None
12,か,189,k,a,None
12,ん,189,None,None,N
12,と,189,t,o,None
12,み,189,m,i,None
12,の,189,n,o,None
12,え,189,None,e,None
12,で,189,d,e,None
12,く,189,k,u,None
12,ら,189,r,a,None
12,た,189,t,a,None
12,ん,189,None,None,N
13,い,189,None,i,None
13,や,189,y,a,None
13,ほ,189,h,o,None
13,ん,189,None,None,N
13,か,189,k,a,None
13,ほ,189,h,o,None
13,か,189,k,a,None
13,あ,189,None,a,None
13,る,189,r,u,None
13,お,189,None,o,None
13,た,189,t,a,None
13,き,189,k,i,None
13,き,189,k,i,None
13,な,189,n,a,None
13,が,189,g,a,None
13,ら,189,r,a,None
13,あ,189,None,a,None
13,る,189,r,u,None
13,い,189,None,i,None
13,い,189,None,i,None
13,つ,189,ts,u,None
13,ら,189,r,a,None
13,い,189,None,i,None
13,と,189,t,o,None
13,き,189,k,i,None
13,た,189,t,a,None
13,お,189,None,o,None
13,う,189,None,u,None
13,お,189,None,o,None
13,だ,142,d,a,None
13,っ,142,None,None,cl
